,영화명,개봉일,감독,"API구분(left=kmdb, right=영진위)"
12233,피라냐 3DD,2013-08-14,,left_only
115,44인치 가슴,2013-08-15,,left_only
3108,램파트,2013-08-15,,left_only
3408,로어,2013-08-15,,left_only
3457,루팡 3세 : 바빌론의 황금전설,2013-08-15,"스즈키 세이준,요시다 시게츠구",right_only
3460,루팡3세:풍마 일족의 음모,2013-08-15,,left_only
8478,오일 마사지샵의 비밀,2013-08-15,카타오카 슈지,right_only
8926,월하의 침략자,2013-08-15,마에다 켄지,right_only
9421,익스펙팅 러브,2013-08-15,,left_only
6816,식스 블릿츠: 분노의 추적,2013-08-16,어니 바바라쉬,right_only
9668,잔혹 동화 : 헌팅 오브 엘레나,2013-08-21,"크리스티안 비세글리아,아스카니오 말가리니",right_only
872,그녀는 불륜매니아,2013-08-22,오부치 아키라,right_only
3713,마이 프리티 걸,2013-08-22,제프 카플란,right_only
4529,밀크 오브 소로우 - 슬픈 모유,2013-08-22,,left_only
4530,밀크 오브 소로우-슬픈 모유,2013-08-22,클로디아 로사,right_only
4853,베른의 기적,2013-08-22,,left_only
4895,벤젠스,2013-08-22,알폰소 로드리게즈,right_only
5231,브레이크 블레이드6: 결전의 시간,2013-08-22,하바라 노부유시,right_only
7395,악의 교전,2013-08-22,,left_only
7444,알.이.씨 3: 제네시스,2013-08-22,,left_only
9669,잔혹동화 : 헌팅 오브 엘레나,2013-08-22,,left_only
9695,장강7호 : 내친구 마법요정,2013-08-22,원건도,right_only
9696,장강7호-내친구 마법요정,2013-08-22,,left_only
11229,클레망스,2013-08-22,,left_only
11874,팬더와 친구들의 모험,2013-08-22,,left_only
4226,무사 4대 문파와의 혈투,2013-08-23,서호봉,right_only
11875,팬더와 친구들의 모험,2013-08-24,다카하타 이사오,right_only
7867,얼짱녀 어부,2013-08-28,와다 소에몬,right_only
722,관음 - 욕망의 유희,2013-08-29,이세일,right_only
723,관음- 욕망의 유희,2013-08-29,,left_only
3736,마지막 불륜,2013-08-29,오타니 야스유키,right_only
4465,미츠에의 남친 고르기,2013-08-29,코미나미 토시야,right_only
5103,불량경찰: 부정부패 소탕작전,2013-08-29,산티아고 세구라,right_only
5663,사일런트 힐: 레버레이션,2013-08-29,,left_only
5757,삼총사2013,2013-08-29,콜 S. 맥케이,right_only
7398,악의교전,2013-08-29,미이케 다카시,right_only
9934,정무문(精武門),2013-08-29,,left_only
10892,카라스: 프로퍼시,2013-08-29,사토 케이이치,right_only
10894,카라스:프로퍼시,2013-08-29,,left_only
12476,할매,2013-08-29,김지곤,right_only
12477,할매-시멘트정원,2013-08-29,김지곤,right_only
96,2차 노출,2013-09-05,,left_only
104,33리,2013-09-05,,left_only
8613,완전한 감금,2013-09-05,카와사키 히로유키,right_only
9046,유다,2013-09-05,,right_only
9662,잔다라 더 비기닝,2013-09-05,,left_only
9665,잔다라: 더 비기닝,2013-09-05,M.L. 반데바노프 데바쿤,right_only
11131,쾌락지구 2,2013-09-05,전국위,right_only
11133,쾌락지구2,2013-09-05,,left_only
11980,포가튼 - 잊혀진 소녀,2013-09-05,,left_only
11981,포가튼 : 잊혀진 소녀,2013-09-05,알렉스 슈미트,right_only
5412,비키니 대작전,2013-09-06,전국위,right_only
3629,마리아 스투아르다,2013-09-07,데이비드 맥비카,right_only
97,2차 노출,2013-09-12,리 위,right_only
774,국회의원 아가씨,2013-09-12,,left_only
1573,낭만파 남편의 편지,2013-09-12,최낙권,right_only
2010,늑대인간,2013-09-12,후안 마르티네즈 모레노,right_only
5894,섀도우 헌터스 : 뼈의 도시,2013-09-12,,left_only
5895,섀도우 헌터스: 뼈의 도시,2013-09-12,해럴드 즈워트,right_only
6624,스트릿 오브 블러드,2013-09-12,,left_only
11894,퍼시 잭슨과 괴물의 바다,2013-09-12,쏘어 프류덴탈,right_only
11896,퍼시잭슨과 괴물들의 바다,2013-09-12,,left_only
12537,해피니스 네버 컴즈 얼론,2013-09-12,,left_only
6625,스트릿 오브 블러드,2013-09-13,찰스 윙클러,right_only
1285,꽃과 뱀의 정사,2013-09-16,쿠니자와 미노루,right_only
7453,알렉산더 : 절대 영웅의 탄생,2013-09-17,이고르 카리오노프,right_only
7219,아브라함 링컨 VS 좀비,2013-09-20,리차드 쉔크만,right_only
10347,짓,2013-09-25,한종훈,right_only
11905,퍼펙트,2013-09-25,닐스 아르덴 오플레브,right_only
3366,로미오와 줄리엣,2013-09-26,케네스 맥밀란,right_only
6740,시네마 천국,2013-09-26,,left_only
7220,아브라함 링컨 VS 좀비,2013-09-26,,left_only
10348,짓,2013-09-26,,left_only
10383,차일디쉬 게임즈,2013-09-26,안토니오 샤바리아스,right_only
10638,체온 ? 그녀의 온도,2013-09-26,타카오미 오가타,right_only
10639,체온-그녀의 온도,2013-09-26,,left_only
11586,투 타이거,2013-09-26,산드로 세카,right_only
11906,퍼펙트,2013-09-26,,left_only
3482,리골레토,2013-09-28,마이클 메이어,right_only
11587,투 타이거,2013-09-30,,left_only
9762,적인걸2 : 신도해왕의 비밀,2013-10-02,서극,right_only
9920,정글번치 : 빙산으로의 귀환,2013-10-02,"다비드 알로,에릭 토스티",right_only
9922,정글번치: 빙산으로의 귀환,2013-10-02,,left_only
12352,하리수 도색,2013-10-02,,left_only
12353,하리수의 도색,2013-10-02,양범,right_only
7672,어떤 여인의 고백,2013-10-03,아틱 라히미,right_only
7676,어떤여인의 고백,2013-10-03,,left_only
6250,소원택시,2013-10-04,박창진,right_only
12906,흑협,2013-10-08,,left_only
3183,러시 : 더 라이벌,2013-10-09,론 하워드,right_only
3184,러시: 더 라이벌,2013-10-09,,left_only
12805,화이 : 괴물을 삼킨 아이,2013-10-09,,left_only
12806,화이: 괴물을 삼킨 아이,2013-10-09,장준환,right_only
908,그놈은 벨을 두 번 울린다,2013-10-10,타무라 타카유키,right_only
10321,진구세주전설 북두의권 Zero - 켄시로전,2013-10-10,히라노 토시키,right_only
10322,진구세주전설 북두의권 Zero-켄시로전,2013-10-10,,left_only
2394,더 워드,2013-10-16,,left_only
8537,온천장의 은밀한 정사,2013-10-16,아이조메 쿄코,right_only
2205,당신에게도 사랑이 다시 찾아 올까요?,2013-10-17,,left_only
2206,당신에게도 사랑이 다시 찾아올까요?,2013-10-17,가브리엘 무치노,right_only
3225,레나의 야근병동,2013-10-17,,right_only
4816,버터 러버,2013-10-17,짐 필드 스미스,right_only
4817,버터러버,2013-10-17,,left_only
4889,벤다 빌릴리,2013-10-17,"리노드 바렛,플로렝 드 라 툴라예",right_only
4890,벤다 빌릴리!,2013-10-17,,left_only
8538,온천장의 은밀한 정사,2013-10-17,,left_only
9687,잠자는 숲속의 미녀,2013-10-17,마리우스 프티파,right_only
11265,킥 애스 2 : 겁없는 녀석들,2013-10-17,제프 와드로,right_only
11266,킥 애스2: 겁 없는 녀석들,2013-10-17,,left_only
11483,테러 라인,2013-10-17,,left_only
11485,테러라인,2013-10-17,로버트 커비슨,right_only
11933,페이머스 파이브 : 키린섬의 비밀,2013-10-17,마이크 마주크,right_only
11934,페이머스 파이브: 키린섬의 비밀,2013-10-17,,left_only
12554,행방불명,2013-10-17,카와노 코지,right_only
12815,화이트 타이거: 최강전차군단,2013-10-17,카렌 샤크나자로브,right_only
3314,레퀴엠,2013-10-19,다니엘 바렌보임,right_only
663,공각기동대 어라이즈 보더 1: 고스트 페인,2013-10-24,키세 카즈치카,right_only
664,공각기동대 어라이즈 보더: 1 고스트 페인,2013-10-24,,left_only
1744,내부고발자,2013-10-24,라리사 콘드랙키,right_only
2995,라 붐,2013-10-24,클로드 피노토,right_only
3015,라붐,2013-10-24,,left_only
5641,사육-내안에 가둔 그녀,2013-10-24,이세일,right_only
7719,어린 에츠코의 고민,2013-10-24,조조 히데오,right_only
11616,트라이앵글 불륜,2013-10-24,,right_only
8292,연애의 기술,2013-10-30,이수성,right_only
11517,토르 : 다크 월드,2013-10-30,,left_only
11520,토르: 다크 월드,2013-10-30,앨런 테일러,right_only
2026,니키타,2013-10-31,,left_only
2639,도쿄 미녀 삼총사,2013-10-31,이시이 요시카즈,right_only
2640,도쿄 미녀삼총사,2013-10-31,,left_only
3824,맛있는 사랑공식-섹스,2013-10-31,이세일,right_only
4905,벨벳키스-함정에 빠진 소악마,2013-10-31,히로타 미키오,right_only
5172,불릿 투 더 헤드,2013-10-31,,left_only
5984,성냥팔이 소녀,2013-10-31,,right_only
6333,수호지 - 불사영웅 석수,2013-10-31,,left_only
6347,수호지-불사영웅 석수,2013-10-31,류신의,right_only
8858,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,2013-10-31,"손석,정치영",right_only
8859,원 오브 어 카인드 3D: G-DRAGON 2013 1ST WORLD TOUR,2013-10-31,,left_only
9741,저속희극,2013-10-31,팡호청,right_only
12178,플라이 보이스,2013-10-31,,left_only
12180,플라이보이스,2013-11-02,로코 데빌리어스,right_only
2457,더 퍼지,2013-11-06,제임스 드모나코,right_only
646,고집쟁이 딸,2013-11-07,프레드릭 에쉬톤,right_only
2415,더 컴퍼니 맨,2013-11-07,,left_only
2458,더 퍼지,2013-11-07,,left_only
5630,사오리의 비뇨기과,2013-11-07,오부치 아키라,right_only
6332,수호지 - 무사조씨,2013-11-07,,left_only
6346,수호지-무사조씨,2013-11-07,류신의,right_only
7571,야관문 : 욕망의 꽃,2013-11-07,,left_only
7572,야관문: 욕망의 꽃,2013-11-07,임경수,right_only
8692,욕망의 법칙,2013-11-07,사비에르 빌라버드,right_only
11632,트러블 위드 블리스,2013-11-07,마이클 노울즈,right_only
12295,필링 인사이드,2013-11-07,마츠다 아야토,right_only
6335,수호지 - 영웅천하 손립,2013-11-13,,left_only
6349,수호지-영웅천하 손립,2013-11-13,황조권,right_only
6472,스시 걸,2013-11-13,컨 색스톤,right_only
6474,스시걸,2013-11-13,,left_only
1053,극장판 요술공주 밍키 - 꿈속의 윤무,2013-11-14,,left_only
1054,극장판 요술공주 밍키: 꿈 속의 윤무,2013-11-14,유야마 쿠니히코,right_only
1484,나폴레옹 토레스전투,2013-11-14,발레리아 사미엔토,right_only
3179,러빙 이비자: 섹슈얼아일랜드,2013-11-14,요한 니젠허스,right_only
3180,러빙이비자:섹슈얼아일랜드,2013-11-14,,left_only
3350,로또 간호사,2013-11-14,나카무라 카즈에,right_only
3387,로빈슨 주교의 두 가지 사랑,2013-11-14,맥키 앨스톤,right_only
4906,벨벳키스2-금지된사랑,2013-11-14,히로타 미키오,right_only
4917,변태 가면,2013-11-14,후쿠다 유이치,right_only
4925,변태가면,2013-11-14,,left_only
8897,원트 백 다운,2013-11-14,,left_only
10772,친구 2,2013-11-14,곽경택,right_only
10799,친구2,2013-11-14,,left_only
11461,터미네이터 2 : 심판의 날 감독판,2013-11-14,제임스 카메론,right_only
12074,표류일기,2013-11-14,,left_only
12661,혈적자: 황제암살단,2013-11-14,유위강,right_only
12111,프란체스카 다 리미니,2013-11-16,피에로 파기오니,right_only
6336,수호지 - 의적유당,2013-11-20,,left_only
9785,전망 좋은 하우스 - 관음적 욕망,2013-11-20,,left_only
10033,제 5 원소,2013-11-20,,left_only
10034,제 5원소 리마스터링 감독판,2013-11-20,뤽 베송,right_only
12907,흑협 2,2013-11-20,서극,right_only
1294,"꽃잎, 춤",2013-11-21,이시카와 히로시,right_only
1295,"꽃잎,춤",2013-11-21,,left_only
1806,네 얼간이,2013-11-21,,left_only
5152,불륜의 맛,2013-11-21,타지리 유지,right_only
6129,섹스중독자들,2013-11-21,사릭 안드레아시안,right_only
8176,여변호사 성희롱사건,2013-11-21,죠 타이치,right_only
8952,위기의 남자들,2013-11-21,테리 조지,right_only
9786,전망 좋은 하우스 - 관음적 욕망,2013-11-21,진달래,right_only
12663,혐오스런사쿠라코의일생,2013-11-21,오부치 아키라,right_only
6350,수호지-의적유당,2013-11-22,류신의,right_only
10078,젠 엑스 캅,2013-11-27,,left_only
3478,르벨,2013-11-28,,left_only
3492,리딕,2013-11-28,데이빗 토히,right_only
3544,리트릿,2013-11-28,,left_only
5190,붉은 바캉스 검은 웨딩 2,2013-11-28,최낙권,right_only
5522,사건-덫에 걸린 여인들,2013-11-28,,left_only
5955,선배의 첫경험레슨,2013-11-28,카이하라 쿠리스 료,right_only
8625,"왕가위, 3색 로맨스",2013-11-28,,left_only
10891,카라스: 레블레이션,2013-11-28,사토 케이이치,right_only
10893,카라스:레블레이션,2013-11-28,,left_only
12722,호세마리아 신부의 길,2013-11-28,롤랑 조페,right_only
12723,호세마리아 신부의길,2013-11-28,,left_only
11280,킬 좀비,2013-12-02,마르틴 스미스,right_only
2324,더 로맨틱,2013-12-05,,left_only
3631,마리아짱의유혹,2013-12-05,이시카와 지로,right_only
6610,스트럭 바이 라이트닝,2013-12-05,,left_only
11070,코비: 블루 엘리펀트의 전설,2013-12-05,타위랍 스리우티윙스,right_only
11071,코비:블루 엘리펀트의 전설,2013-12-05,,left_only
11929,"페어웰, 마이 퀸",2013-12-05,브누와 쟉꼬,right_only
11930,"페어웰, 마이퀸",2013-12-05,,left_only
12796,화려한 외출,2013-12-05,고경아,right_only
11165,퀴어영화 20,2013-12-06,,left_only
5373,비밀의 화방,2013-12-11,,left_only
3934,맹룡과강,2013-12-12,,left_only
5374,비밀의 화방,2013-12-12,진달래,right_only
6969,싱글 인 LA,2013-12-12,,left_only
8489,오카,2013-12-12,,left_only
10274,지상 최고의 아빠,2013-12-12,,left_only
11250,키세스,2013-12-12,,left_only
12718,호빗 : 스마우그의 폐허,2013-12-12,,left_only
12721,호빗: 스마우그의 폐허,2013-12-12,피터 잭슨,right_only
12804,화양: 당대최고수전,2013-12-12,주미령,right_only
884,그녀의 비밀,2013-12-17,토모마츠 나오유키,right_only
885,그녀의 비밀,2013-12-18,,left_only
2722,동방불패,2013-12-18,,left_only
3162,러브액츄얼리: 크리스마스 에디션,2013-12-18,리차드 커티스,right_only
6334,수호지 - 신비술사,2013-12-18,,left_only
6348,수호지-신비술사,2013-12-18,류신의,right_only
8610,완전범죄 프로젝트,2013-12-18,,left_only
3834,맛있는 섹스 그리고 환상의 여인,2013-12-19,타지리 유지,right_only
7491,애니 레보비츠: 렌즈를 통해 들여다본 삶,2013-12-19,,left_only
8435,오르가즘,2013-12-19,조 솔,right_only
8611,완전범죄 프로젝트,2013-12-19,애드리언 그런버그,right_only
12000,포스터,2013-12-19,조나단 뉴먼,right_only
12643,헬레이저: 레버레이션,2013-12-19,,left_only
8492,오텔로,2013-12-21,정명훈,right_only
485,거짓말 섹스가 좋아2,2013-12-24,진달래,right_only
6177,셰임,2013-12-24,,left_only
10275,지상 최고의 아빠,2013-12-24,밥 골드스웨이트,right_only
10695,최민수의 어쌔씬 코드,2013-12-24,래리 리긴스,right_only
4692,밤의 여인 1%의 섹스,2013-12-26,네즈미센 파이,right_only
7991,에비던스,2013-12-26,올라턴드 오선샌미,right_only
8070,엔젤 오브 스카이,2013-12-26,,left_only
10694,최민수의 어쌔신 코드,2013-12-26,,left_only
11986,포르노 아티스트,2013-12-26,오리올 카펠,right_only
1172,금지된 알바,2013-12-31,쿠니 사와,right_only
4177,몽정애-꿈 속의 여인,2013-12-31,이영화,right_only
8921,월터의 상상은 현실이 된다,2013-12-31,벤 스틸러,right_only
1173,금지된 알바,2014-01-01,,left_only
4175,몽정애 - 꿈속의 여인,2014-01-01,,left_only
8336,영웅,2014-01-02,,left_only
9984,정사2013,2014-01-02,이나라 콜마네,right_only
1097,"극장판 포켓몬스터 베스트위시 : 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,,left_only
1100,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,유야마 쿠니히코,right_only
2390,더 울프 오브 월 스트리트,2014-01-09,,left_only
2391,더 울프 오브 월스트리트,2014-01-09,마틴 스콜세지,right_only
4258,문감독 예고편: 40MIN,2014-01-09,,left_only
6402,쉬: 그녀의비밀,2014-01-09,,left_only
8118,엠부쉬,2014-01-09,,left_only
9056,유미코의 간호정사,2014-01-09,,left_only
9361,이연걸의 히트맨,2014-01-09,,left_only
12186,플라잉 머신,2014-01-09,,left_only
12187,플라잉 머신 3D,2014-01-09,마틴 클랩,right_only
8252,여직원의 도발과 불륜,2014-01-15,,left_only
3160,러브배틀,2014-01-16,,left_only
6247,소울리스,2014-01-16,,left_only
8728,용행천하,2014-01-16,,left_only
12410,하이프 네이션 : 힙합사기꾼,2014-01-16,박형우,right_only
