영화명,개봉일,키워드,수상내역,순번,감독,제작사,수입사,배급사,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,API구분
F.O.E.: 에프.오.이.,2014-04-24,,,10455.0,키오니 왁스먼,,라인트리엔터테인먼트,라인트리엔터테인먼트,개봉영화,장편,미국,1,"2,000",1,"2,000",1,액션,청소년관람불가,일반영화,both
귀신을 보는 눈: 동안,2014-04-24,,,4916.0,"대니 팽,옥사이드 팽 천",,스크린조이,스크린조이,개봉영화,장편,홍콩,5,"1,115,000",352,"270,000",54,공포(호러),15세이상관람가,일반영화,both
넥스트 제네레이션 패트레이버,2014-04-24,"로봇,범죄,정찰대",,3319.0,오시이 마모루,,(주)도키엔터테인먼트,와이드 릴리즈(주),개봉영화,장편,일본,20,"23,674,500","3,488","10,967,500","1,678",액션,12세이상관람가,일반영화,both
룸메이트,2014-04-24,"동거,기억상실,룸메이트,간호사",,4745.0,후루사와 다케시,,(주)마인스 엔터테인먼트,(주)마인스 엔터테인먼트,개봉영화,장편,일본,15,"3,088,000",466,0,0,스릴러,청소년관람불가,일반영화,both
멜로,2014-04-24,"시험,시험공부,모델,아르바이트,미래",,4865.0,이로이,(주)플러스에프픽쳐스,,(주)박수엔터테인먼트,개봉영화,장편,한국,13,"2,664,500",385,"1,302,000",186,드라마,청소년관람불가,독립/예술영화,both
미션 13,2014-04-24,"리메이크,보험설계사,태국영화리메이크",,4965.0,다니엘 스탬,,포커스엔터테인먼트,예지림엔터테인먼트,개봉영화,장편,미국,5,"1,260,000",310,0,0,공포(호러),청소년관람불가,일반영화,both
셔틀콕,2014-04-24,"로드무비,배다른남매,첫사랑,교통사고,남해",부산국제영화제(2013) : 넷팻(아시아영화진흥기구)상 - 이유빈|부산국제영화제(2013) : 시민평론가상 - 이유빈|서울독립영화제(2013) : 독립스타상 - 이주승|부일영화상(2014) : 신인남자연기상 - 이주승,3185.0,이유빈,,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),개봉영화,장편,한국,31,"32,554,855","4,226","22,555,855","2,763",미스터리,15세이상관람가,독립/예술영화,both
아버지의 이메일,2014-04-24,"가족사,기록,딸,아버지,이메일,한국현대사,다큐멘터리",서울독립영화제(2012) : 최우수작품상 - 홍재희|무주산골영화제(2013) : 전북영화비평포럼상 -|2013 무주산골영화제 전북비평가포럼상,3227.0,홍재희,이야기 보따리 영화제작소,,㈜인디스토리,개봉영화,장편,한국,21,"27,261,400","3,982","20,332,200","2,890",다큐멘터리,12세이상관람가,독립/예술영화,both
온리 갓 포기브스,2014-04-24,"방콕,액션,마약밀매,복수,형의복수",시체스 국제판타스틱 영화제(2013) : 오피셜 판타스틱-최우수촬영상 - 래리 스미스,3164.0,니콜라스 윈딩 레픈,,(주)시너지하우스 (시너지),주식회사 우리네트웍스,개봉영화,장편,미국,61,"32,584,500","4,389","18,884,500","2,560",액션,청소년관람불가,독립/예술영화,both
천재 강아지 미스터 피바디,2014-04-24,"강아지,고대이집트,시간여행,아빠,입양,타임머신",,776.0,롭 민코프,,씨제이이앤엠(주),씨제이이앤엠(주),개봉영화,장편,미국,533,"2,859,791,400","385,552","752,045,900","96,612",애니메이션,전체관람가,일반영화,both
탑캣: 뉴욕 대소동,2014-04-24,"고양이,뉴욕,개,길고양이",,10195.0,알버토 마르,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),개봉영화,장편,멕시코,1,"8,000",1,"8,000",1,애니메이션,전체관람가,일반영화,both
패밀리 S다이어리,2014-04-24,"바람둥이,짝사랑,첫사랑,외도",,4587.0,힐데 반 미에그헴,,주식회사 풍경소리,주식회사 풍경소리,개봉영화,장편,네덜란드,5,"2,992,500",601,"2,160,000",432,멜로/로맨스,청소년관람불가,일반영화,both
피의 만우절,2014-04-24,"살인,여행,왕따,만우절,호스텔,저주",,4480.0,"로라 가르시아,마크 마르티네즈,카를로스 알론소",,씨네그루(주)다우기술,씨네그루(주)다우기술,개봉영화,장편,스페인,5,"3,750,000",750,"3,000,000",600,공포(호러),청소년관람불가,일반영화,both
피의 복수,2014-04-24,,,10293.0,두기봉,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),개봉영화,장편,홍콩,1,"8,000",1,"8,000",1,액션,청소년관람불가,일반영화,both
방콕 킥복서,2014-04-30,"복서,킥복서,복싱,방콕,팬",,4853.0,토드 벨란카,,스크린조이,스크린조이,개봉영화,장편,미국,5,"1,170,000",392,"270,000",54,스릴러,청소년관람불가,일반영화,both
역린,2014-04-30,"사극,왕권,정조,정조대왕,정치,조선시대,혼란,팩션,정조암살사건,정유역변,조선후기",대종상 영화제(2014) : 미술상 - 조화성|한국영화제작가협회상(2014) : 음향상 - 김창섭|한국영화제작가협회상(2014) : 미술상 - 조화성|한국영화제작가협회상(2014) : 조명상 - 차상균,117.0,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,개봉영화,장편,한국,"1,054","29,893,297,890","3,849,433","8,426,821,290","1,044,988",사극,15세이상관람가,일반영화,both
토스카나 웨딩,2014-04-30,,,4586.0,요한 니젠허스,,주식회사 풍경소리,주식회사 풍경소리,개봉영화,장편,네덜란드,5,"2,992,500",601,"1,890,000",378,멜로/로맨스,청소년관람불가,일반영화,both
표적,2014-04-30,"강력계형사,광역수사대,납치,누명,리메이크,살인누명,살인사건,추격,추격전,비리경찰,프랑스영화리메이크,틱증후군,틱장애,전직군인,전직특수부대요원,복수",황금촬영상 시상식(2015) : 심사위원 특별상 - 김성령,176.0,창,"(주)바른손이앤에이,(주)용필름",,씨제이이앤엠(주),개봉영화,장편,한국,665,"22,256,359,300","2,841,788","5,348,606,900","652,750",액션,15세이상관람가,일반영화,both
007 북경특급 2,2014-05-01,"비밀,경호원,중국,임무",,5510.0,"주성치,곡덕소",,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,홍콩,1,"70,000",140,0,0,코미디,15세이상관람가,일반영화,both
도둑,2014-05-01,"절도,마라톤,은행강도,이중생활",,5765.0,벤자민 하인스버그,,(주)무브먼트 픽쳐스,(주)무브먼트 픽쳐스,개봉영화,장편,독일,1,"200,000",100,"200,000",100,스릴러,15세이상관람가,일반영화,both
드래곤 기사단,2014-05-01,"왕국,수호신,모험,기사,전설",,2618.0,"앵겔 이즈퀴에르도,리카르도 라몬",,(주)우성엔터테인먼트,(주)영화사 빅,개봉영화,장편,스페인,91,"64,333,400","9,138","17,387,900","2,226",애니메이션,전체관람가,일반영화,both
리오 2,2014-05-01,"아마존,정글,어드벤처,앵무새",,551.0,카를로스 살다나,,이십세기폭스코리아(주),이십세기폭스코리아(주),개봉영화,장편,미국,598,"5,631,146,900","761,404","1,224,776,100","159,313",애니메이션,전체관람가,일반영화,both
몬스터 왕국,2014-05-01,"동굴,모험,엄마,토끼,3D애니메이션",,1793.0,에스벤 토프트 야콥슨,,(주)스마일이엔티,씨너스엔터테인먼트(주),개봉영화,장편,스웨덴,160,"237,248,600","34,888","47,223,000","6,509",애니메이션,전체관람가,일반영화,both
백설공주의 마지막 키스,2014-05-01,"동화,멜로드라마,무성영화,스페인,투우,컬러시대흑백영화",,3514.0,파블로 베르헤르,,㈜영화사 백두대간,㈜영화사 백두대간,개봉영화,장편,스페인,10,"21,592,400","2,635","17,837,400","2,064",드라마,12세이상관람가,독립/예술영화,both
위크엔드 인 파리,2014-05-01,"부부,부부권태,로맨스,파리,여행",,1836.0,로저 미첼,,판씨네마(주),판씨네마(주),개봉영화,장편,영국,31,"252,649,200","32,070","178,820,600","22,147",드라마,15세이상관람가,독립/예술영화,both
잡가소수,2014-05-01,,,5508.0,홍금보,,스크린조이,스크린조이,개봉영화,장편,홍콩,1,"70,000",140,0,0,액션,15세이상관람가,일반영화,both
킬엠올,2014-05-01,"킬러,납치,밀실,전투,닌자",,5509.0,레이먼드 후버,,스크린조이,스크린조이,개봉영화,장편,미국,1,"70,000",140,0,0,액션,청소년관람불가,일반영화,both
페이퍼맨,2014-05-01,"소설가,비밀,비밀친구,소통,중년남자",,5476.0,미셸 멀로니,,(주)수키픽쳐스,(주)수키픽쳐스,개봉영화,장편,미국,2,"900,000",150,"900,000",150,코미디,15세이상관람가,일반영화,both
닌자걸의 정사,2014-05-08,,,7018.0,야마가 타카유키,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,개봉영화,장편,일본,1,"5,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화,both
둠스데이 2014,2014-05-08,"운석,충돌,재난,교수",,4770.0,티보 타카스,,스크린조이,스크린조이,개봉영화,장편,미국,5,"1,732,000",445,"590,000",118,SF,12세이상관람가,일반영화,both
디태치먼트,2014-05-08,"고등학교,고등학생,교사,교육,미국,임시교사,현대사회,기간제교사,미국고등학교,문제아",도쿄국제영화제(2011) : 최우수예술공헌상 - 토니 케이,2422.0,토니 케이,,(주)수키픽쳐스,(주)프레인글로벌,개봉영화,장편,미국,41,"91,678,900","12,031","55,176,400","6,993",드라마,청소년관람불가,독립/예술영화,both
엠파이어 스테이트,2014-05-08,"실화바탕,뉴욕,현금수송,범죄",,2895.0,디토 몬티엘,,(주)소나무픽쳐스,(주)박수엔터테인먼트,개봉영화,장편,미국,73,"41,951,800","6,102","7,927,900","1,572",액션,청소년관람불가,일반영화,both
피부색깔=꿀색,2014-05-08,"벨기에,성장기,자전적이야기,정체성,해외입양,자전적다큐멘터리,해외입양아,그래픽노블원작,만화가",안시국제애니메이션영화제(2012) : 관객상(장편부문) - 로랑 보일류|안시국제애니메이션영화제(2012) : 유니세프상 - 로랑 보일류|자그레브국제애니메이션영화제(2013) : 그랑프리 - 로랑 보일류|자그레브국제애니메이션영화제(2013) : 관객상 - 로랑 보일류,2870.0,"융 헤닌,로랑 브왈로",(주)판다미디어,(주)미루픽처스,(주)미루픽처스,개봉영화,장편,벨기에,48,"42,655,900","6,299","23,884,900","3,232",애니메이션,12세이상관람가,독립/예술영화,both
히트맨 NO.2 : 살인면허,2014-05-08,"인터뷰,어린시절,학대,빚,살인청부업자",,3999.0,페리 반달,,스크린조이,스크린조이,개봉영화,장편,영국,21,"8,511,000","1,485","2,381,000",374,스릴러,청소년관람불가,일반영화,both
인간중독,2014-05-14,"로맨스,베트남전,스캔들,장군,군인,군관사,불륜",청룡영화상(2014) : 청정원 인기스타상 - 송승헌|대종상 영화제(2014) : 신인여우상 - 임지연|한국영화평론가협회상 (영평상)(2014) : 여우조연상 - 조여정|한국영화평론가협회상 (영평상)(2014) : 신인여우상 - 임지연|부일영화상(2014) : 신인여자연기상 - 임지연|올해의 영화상(2015) : 여우조연상 -,363.0,김대우,(주)아이언팩키지,,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,한국,682,"11,284,787,400","1,441,964","3,245,824,400","399,065",멜로/로맨스,청소년관람불가,일반영화,both
고질라,2014-05-15,"괴수,괴수영화",,562.0,가렛 에드워즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),개봉영화,장편,미국,610,"5,972,847,963","709,734","1,655,498,463","180,321",액션,12세이상관람가,일반영화,both
슈퍼스톰,2014-05-15,,,4077.0,제이슨 부케,,스크린조이,스크린조이,개봉영화,장편,미국,21,"7,823,000","1,334","2,378,000",346,SF,15세이상관람가,일반영화,both
스타로부터 스무 발자국,2014-05-15,"백업가수,무대,하모니,다큐멘터리",아카데미 시상식(2014) : 장편다큐멘터리상 - 모건 내쉬빌|암스테르담 국제다큐멘터리영화제(2013) : 음악 다큐멘터리상 - 모건 내쉬빌,2799.0,모건 네빌,,(주)영화사 조제,(주)나이너스엔터테인먼트,개봉영화,장편,미국,21,"55,110,400","6,970","42,387,700","5,174",다큐멘터리,15세이상관람가,독립/예술영화,both
슬기로운 해법,2014-05-15,"언론권력,조선일보,비판,보수언론,중앙일보,동아일보",,3192.0,태준식,(주)시네마달,,(주)시네마달,개봉영화,장편,한국,18,"28,870,600","4,189","18,205,600","2,550",다큐멘터리,12세이상관람가,독립/예술영화,both
신촌좀비만화,2014-05-15,"3D,살인사건,신촌,옴니버스영화,좀비,3D영화,3D효과",들꽃영화상(2015) : 신인여우상 - 김수안,3030.0,"류승완,한지승,김태용",한국영화아카데미,,씨제이이앤엠(주),개봉영화,옴니버스,한국,46,"51,525,700","5,187","34,191,900","3,253",드라마,청소년관람불가,독립/예술영화,both
월 스트리트: 분노의 복수,2014-05-15,,,6722.0,우베 볼,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),개봉영화,장편,캐나다,1,"180,000",30,0,0,액션,청소년관람불가,일반영화,both
진저 앤 로사,2014-05-15,"소녀,단짝친구,냉전시대,우정",,3498.0,샐리 포터,,그린나래미디어(주),그린나래미디어(주),개봉영화,장편,영국,17,"19,507,500","2,699","14,970,500","2,000",드라마,15세이상관람가,독립/예술영화,both
캠퍼스 S 커플,2014-05-15,"나이트클럽,원나잇스탠드,복학,데이트,인터넷소설원작",,4525.0,송창용,(주)레알컴퍼니,,(주)액티버스엔터테인먼트,개봉영화,장편,한국,1,"4,728,000",677,"4,728,000",677,멜로/로맨스,청소년관람불가,일반영화,both
