순번,영진위 영화명,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
17,인터스텔라,인터스텔라,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-11-06,개봉영화,장편,미국,"1,342","82,274,331,200",10273803,"25,500,349,600","3,079,036",SF,12세이상관람가,일반영화
18,보헤미안 랩소디,보헤미안랩소디,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-10-31,개봉영화,장편,미국,936,"86,265,444,785",9946132,"27,841,171,195","3,096,109",드라마,12세이상관람가,일반영화
19,검사외전,검사외전,이일형,"(주)영화사 월광,(주)사나이픽처스",,(주)쇼박스,2016-02-03,개봉영화,장편,한국,"1,812","77,252,755,264",9699092,"18,302,525,664","2,219,587",범죄,15세이상관람가,일반영화
20,관상,관상,한재림,"(주)주피터필름,(주)쇼박스",,(주)쇼박스,2013-09-11,개봉영화,장편,한국,"1,190","66,005,451,500",9134586,"19,311,179,000","2,561,744",사극,15세이상관람가,일반영화
21,아이언맨 3,아이언맨3,쉐인 블랙,파라마운트 픽쳐스,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-04-25,개봉영화,장편,미국,"1,381","70,806,191,000",9001309,"21,668,935,500","2,595,269",액션,12세이상관람가,일반영화
22,설국열차,설국열차,봉준호,"(주)모호필름,오퍼스픽쳐스(유)",,씨제이이앤엠(주),2013-08-01,개봉영화,장편,한국,"1,128","64,016,480,000",8914845,"18,975,866,000","2,550,437",SF,15세이상관람가,일반영화
23,캡틴 아메리카 시빌 워,캡틴아메리카시빌워,"안소니 루소,조 루소",,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-04-27,개봉영화,장편,미국,"1,991","72,672,111,827",8677249,"21,248,121,149","2,400,069",액션,12세이상관람가,일반영화
24,수상한 그녀,수상한그녀,황동혁,"(주)예인플러스엔터테인먼트,아이앤코스모스(주)시네와이즈필름",,씨제이이앤엠(주),2014-01-22,개봉영화,장편,한국,692,"62,696,639,249",8656397,"15,358,810,049","2,042,110",드라마,15세이상관람가,일반영화
25,해적 바다로 간 산적,해적바다로간산적,이석훈,(주)하리마오픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,2014-08-06,개봉영화,장편,한국,838,"66,240,631,706",8646758,"14,906,345,006","1,868,694",어드벤처,12세이상관람가,일반영화
26,아바타,아바타,제임스 카메론,이십세기폭스필름코퍼레이션,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)","주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",2009-12-17,개봉영화,장편,미국,912,"84,657,811,417",8435381,"27,478,227,000","2,545,090",SF,12세이상관람가,독립/예술영화
27,공조,공조,김성훈,"(주)제이케이필름,씨제이이앤엠(주),영화사 이창,(주)에이치비엔터테인먼트",,씨제이이앤엠(주),2017-01-18,개봉영화,장편,한국,976,"63,781,731,326",7817446,"14,672,808,676","1,744,624",액션,15세이상관람가,일반영화
28,트랜스포머 3,트랜스포머3,마이클 베이,,씨제이이앤엠(주),씨제이이앤엠(주),2011-06-29,개봉영화,장편,미국,"1,409","74,841,350,500",7784807,"21,746,223,000","2,143,018",액션,12세이상관람가,일반영화
29,히말라야,히말라야,이석훈,(주)제이케이필름,,씨제이이앤엠(주),2015-12-16,개봉영화,장편,한국,"1,009","60,173,583,015",7759473,"13,920,553,930","1,738,016",드라마,12세이상관람가,일반영화
30,미션임파서블고스트프로토콜,미션임파서블고스트프로토콜,브래드 버드,파라마운트 픽쳐스,씨제이이앤엠(주),씨제이이앤엠(주),2011-12-15,개봉영화,장편,미국,"1,038","57,795,846,000",7575899,"18,719,283,500","2,347,164",액션,15세이상관람가,일반영화
31,밀정,밀정,김지운,"(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",,워너브러더스 코리아(주),2016-09-07,개봉영화,장편,한국,"1,444","61,158,644,831",7487545,"15,436,298,021","1,827,424",액션,15세이상관람가,일반영화
32,최종병기 활,최종병기활,김한민,"(주)디씨지플러스,(주)다세포클럽",,롯데쇼핑㈜롯데엔터테인먼트,2011-08-10,개봉영화,장편,한국,615,"55,808,856,500",7466976,"16,139,541,000","2,059,847",사극,15세이상관람가,일반영화
33,써니,써니,강형철,"(주)알로하픽쳐스,(주)토일렛픽쳐스",,씨제이이앤엠(주),2011-05-04,개봉영화,장편,한국,472,"53,773,170,600",7328820,"15,401,904,600","2,004,824",드라마,15세이상관람가,일반영화
34,스파이더맨 홈 커밍,스파이더맨홈커밍,존 왓츠,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-07-05,개봉영화,장편,미국,"1,965","59,120,173,820",7257973,"16,753,103,620","1,969,107",액션,12세이상관람가,일반영화
35,1987,1987,장준환,(주)우정필름,,씨제이이앤엠(주),2017-12-27,개봉영화,장편,한국,"1,299","58,165,581,145",7231638,"14,638,920,495","1,776,877",드라마,15세이상관람가,일반영화
36,베를린,베를린,류승완,"(주)외유내강,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-01-30,개봉영화,장편,한국,894,"52,354,931,637",7166199,"16,070,379,637","2,118,794",액션,15세이상관람가,일반영화
37,마스터,마스터,조의석,영화사 집,,씨제이이앤엠(주),2016-12-21,개봉영화,장편,한국,"1,501","58,067,927,865",7150541,"14,520,299,965","1,731,940",액션,15세이상관람가,일반영화
38,터널,터널,김성훈,"(주)어나더썬데이,(주)비에이엔터테인먼트",,(주)쇼박스,2016-08-10,개봉영화,장편,한국,"1,105","57,510,324,417",7118592,"14,121,558,017","1,675,010",드라마,12세이상관람가,일반영화
39,어벤져스,어벤져스,조스 웨던,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-04-26,개봉영화,장편,미국,967,"59,557,853,478",7074867,"19,280,107,897","2,147,619",액션,12세이상관람가,일반영화
40,내부자들,내부자들,우민호,(유)내부자들 문화전문회사,,(주)쇼박스,2015-11-19,개봉영화,장편,한국,"1,075","56,596,582,057",7071763,"16,340,245,357","1,972,885",범죄,청소년관람불가,일반영화
41,인천상륙작전,인천상륙작전,이재한,(주)태원엔터테인먼트,,씨제이이앤엠(주),2016-07-27,개봉영화,장편,한국,"1,049","55,101,410,303",7049643,"11,459,996,563","1,427,944",전쟁,12세이상관람가,일반영화
42,럭키,럭키,이계벽,(주)용필름,,(주)쇼박스,2016-10-13,개봉영화,장편,한국,"1,158","56,361,435,256",6965706,"13,812,629,836","1,640,015",코미디,15세이상관람가,일반영화
43,은밀하게 위대하게,은밀하게위대하게,장철수,(주)엠씨엠씨,,(주)쇼박스,2013-06-05,개봉영화,장편,한국,"1,341","48,663,939,413",6953800,"12,415,574,413","1,691,014",액션,15세이상관람가,일반영화
44,곡성,곡성,나홍진,"(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",,이십세기폭스코리아(주),2016-05-12,개봉영화,장편,한국,"1,485","55,853,108,382",6878264,"15,445,041,342","1,829,923",미스터리,15세이상관람가,일반영화
45,범죄도시,범죄도시,강윤성,"(주)홍필름,(주)비에이엔터테인먼트",,"메가박스중앙(주)플러스엠,(주)키위미디어그룹",2017-10-03,개봉영화,장편,한국,"1,315","56,077,813,249",6851297,"14,046,905,449","1,670,254",범죄,청소년관람불가,일반영화
46,늑대소년,늑대소년,조성희,(주)영화사비단길,,씨제이이앤엠(주),2012-10-31,개봉영화,장편,한국,706,"46,593,107,500",6654837,"12,336,313,500","1,677,173",멜로/로맨스,15세이상관람가,일반영화
47,군함도,군함도,류승완,"(주)외유내강,(주)필름케이",,씨제이이앤엠(주),2017-07-26,개봉영화,장편,한국,"2,027","50,510,565,168",6592151,"11,091,878,868","1,398,649",액션,15세이상관람가,일반영화
48,미션 임파서블 폴아웃,미션임파서블폴아웃,크리스토퍼 맥쿼리,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2018-07-25,개봉영화,장편,미국,"1,957","55,888,375,112",6584915,"14,891,043,562","1,686,255",액션,15세이상관람가,일반영화
49,다크 나이트 라이즈,다크나이트라이즈,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-07-19,개봉영화,장편,미국,"1,210","47,644,838,000",6396528,"16,258,149,500","2,057,529",액션,15세이상관람가,일반영화
50,아저씨,아저씨,이정범,오퍼스픽쳐스(유),,씨제이엔터테인먼트,2010-08-04,개봉영화,장편,한국,478,"47,870,792,359",6282774,"14,820,865,000","1,863,328",액션,청소년관람불가,일반영화
51,사도,사도,이준익,(주)타이거픽쳐스,,(주)쇼박스,2015-09-16,개봉영화,장편,한국,"1,210","48,842,902,501",6246849,"12,987,928,301","1,606,486",사극,12세이상관람가,일반영화
52,미션 임파서블 로그네이션,미션임파서블로그네이션,크리스토퍼 맥쿼리,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-30,개봉영화,장편,미국,"1,202","48,547,353,607",6126488,"13,751,315,607","1,669,524",액션,15세이상관람가,일반영화
53,킹스맨  시크릿 에이전트,킹스맨시크릿에이전트,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-02-11,개봉영화,장편,미국,706,"50,333,635,795",6125154,"16,707,645,195","1,968,882",액션,청소년관람불가,일반영화
54,연평해전,연평해전,김학순,(주)로제타시네마,,(주)넥스트엔터테인먼트월드(NEW),2015-06-24,개봉영화,장편,한국,"1,013","45,560,620,330",6043458,"9,906,059,630","1,265,879",드라마,12세이상관람가,일반영화
55,인셉션,인셉션,크리스토퍼 놀란,"워너 브러더스 픽쳐스,레젼데리 픽쳐스",워너브러더스 코리아(주),워너브러더스 코리아(주),2010-07-21,개봉영화,장편,미국,528,"44,106,546,302",5926948,"15,810,485,000","2,026,998",드라마,12세이상관람가,일반영화
56,레미제라블,레미제라블,톰 후퍼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-12-19,개봉영화,장편,미국,696,"43,044,999,000",5911890,"16,482,217,500","2,190,090",드라마,12세이상관람가,일반영화
57,쥬라기 월드 폴른 킹덤,쥬라기월드폴른킹덤,후안 안토니오 바요나,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-06-06,개봉영화,장편,미국,"1,972","49,770,711,037",5661128,"12,526,470,537","1,342,621",액션,12세이상관람가,일반영화
58,청년경찰,청년경찰,김주환,"(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",,롯데쇼핑㈜롯데엔터테인먼트,2017-08-09,개봉영화,장편,한국,"1,102","44,241,099,316",5636259,"9,885,607,016","1,207,318",액션,15세이상관람가,일반영화
59,숨바꼭질,숨바꼭질,허정,(주)드림캡쳐,,(주)넥스트엔터테인먼트월드(NEW),2013-08-14,개봉영화,장편,한국,779,"39,593,038,500",5602543,"10,079,982,000","1,356,936",스릴러,15세이상관람가,일반영화
60,덕혜옹주,덕혜옹주,허진호,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",,롯데쇼핑㈜롯데엔터테인먼트,2016-08-03,개봉영화,장편,한국,964,"44,344,141,109",5593551,"10,625,578,869","1,304,324",사극,12세이상관람가,일반영화
61,더 테러 라이브,더테러라이브,김병우,(주)씨네이천,,롯데쇼핑㈜롯데엔터테인먼트,2013-07-31,개봉영화,장편,한국,743,"39,866,712,881",5583596,"11,349,884,881","1,525,130",범죄,15세이상관람가,일반영화
62,쥬라기 월드,쥬라기월드,콜린 트레보로우,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-06-11,개봉영화,장편,미국,"1,290","47,800,698,826",5546792,"13,625,824,326","1,502,391",액션,12세이상관람가,일반영화
63,캡틴 마블,캡틴마블,"애너 보든,라이언 플렉",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-03-06,개봉영화,장편,미국,"2,100","49,274,801,243",5540958,"14,545,841,663","1,548,783",액션,12세이상관람가,일반영화
64,의형제,의형제,장훈,"(주)쇼박스,(주)다세포클럽,루비콘픽쳐스㈜",,(주)쇼박스,2010-02-04,개봉영화,장편,한국,572,"40,800,867,602",5507106,"12,204,373,500","1,563,042",드라마,15세이상관람가,일반영화
65,감시자들,감시자들,"조의석,김병서",영화사 집,,(주)넥스트엔터테인먼트월드(NEW),2013-07-03,개봉영화,장편,한국,949,"39,298,005,179",5496547,"11,031,549,179","1,477,594",범죄,15세이상관람가,일반영화
66,앤트맨과 와스프,앤트맨과와스프,페이튼 리드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-07-04,개봉영화,장편,미국,"1,775","47,465,443,185",5447826,"13,821,594,585","1,503,229",액션,12세이상관람가,일반영화
67,닥터 스트레인지,닥터스트레인지,스콧 데릭슨,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-10-26,개봉영화,장편,미국,"1,503","47,482,530,396",5446379,"15,365,072,146","1,657,823",액션,12세이상관람가,일반영화
68,검은 사제들,검은사제들,장재현,영화사 집,,씨제이이앤엠(주),2015-11-05,개봉영화,장편,한국,"1,088","42,395,347,092",5440945,"11,618,059,792","1,428,491",미스터리,15세이상관람가,일반영화
69,안시성,안시성,김광식,"(주)영화사수작,(주)스튜디오앤뉴,주식회사 모티브랩",,(주)넥스트엔터테인먼트월드(NEW),2018-09-19,개봉영화,장편,한국,"1,540","46,335,334,026",5440186,"10,028,662,426","1,146,191",사극,12세이상관람가,일반영화
70,블랙 팬서,블랙팬서,라이언 쿠글러,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-02-14,개봉영화,장편,미국,"1,620","45,883,143,457",5398994,"13,105,688,057","1,468,761",액션,12세이상관람가,일반영화
71,더 킹,더킹,한재림,(주)우주필름,,(주)넥스트엔터테인먼트월드(NEW),2017-01-18,개봉영화,장편,한국,"1,310","43,486,078,535",5316325,"11,144,618,435","1,318,493",범죄,15세이상관람가,일반영화
72,완득이,완득이,이한,"(주)유비유필름,어나더픽쳐스(주)",,씨제이이앤엠(주),2011-10-20,개봉영화,장편,한국,500,"38,530,503,500",5310510,"11,657,798,500","1,525,277",드라마,12세이상관람가,일반영화
73,트랜스포머 사라진 시대,트랜스포머사라진시대,마이클 베이,,씨제이이앤엠(주),씨제이이앤엠(주),2014-06-25,개봉영화,장편,미국,"1,602","44,012,272,845",5295801,"11,664,376,045","1,323,527",액션,12세이상관람가,일반영화
74,완벽한 타인,완벽한타인,이재규,"(주)필름몬스터,드라마하우스(주)",,롯데컬처웍스(주)롯데엔터테인먼트,2018-10-31,개봉영화,장편,한국,"1,313","44,356,752,474",5294119,"11,870,044,374","1,373,292",드라마,15세이상관람가,일반영화
75,월드 워 Z,월드워z,마크 포스터,플랜 비 엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-06-20,개봉영화,장편,미국,964,"38,555,357,000",5237525,"12,048,296,500","1,562,677",드라마,15세이상관람가,일반영화
76,타워,타워,김지훈,"씨제이이앤엠(주),(주)더타워픽쳐스",,씨제이이앤엠(주),2012-12-25,개봉영화,장편,한국,617,"37,654,858,000",5181014,"9,052,298,500","1,186,378",드라마,12세이상관람가,일반영화
77,미녀와 야수,미녀와야수,빌 콘돈,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-03-16,개봉영화,장편,미국,"1,627","42,130,589,579",5137993,"13,177,630,229","1,531,839",멜로/로맨스,전체관람가,일반영화
78,독전,독전,이해영,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),2018-05-22,개봉영화,장편,한국,"1,357","43,484,892,913",5063620,"10,658,158,413","1,201,461",범죄,15세이상관람가,일반영화
79,쿵푸팬더 2,쿵푸팬더2,여인영,,씨제이이앤엠(주),씨제이이앤엠(주),2011-05-26,개봉영화,장편,미국,948,"44,298,724,500",5062722,"14,917,759,000","1,575,363",애니메이션,전체관람가,일반영화
80,아쿠아맨,아쿠아맨,제임스 완,,워너브러더스 코리아(주),워너브러더스 코리아(주),2018-12-19,개봉영화,장편,미국,"1,285","44,113,456,704",5038134,"11,897,439,184","1,294,275",액션,12세이상관람가,일반영화
81,공작,공작,윤종빈,"(주)영화사 월광,(주)사나이픽처스",,씨제이이앤엠(주),2018-08-08,개봉영화,장편,한국,"1,317","42,759,410,176",4971261,"10,296,507,676","1,158,151",드라마,12세이상관람가,일반영화
82,인사이드 아웃,인사이드아웃,피트 닥터,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-07-09,개봉영화,장편,미국,777,"38,015,586,936",4968687,"12,814,825,236","1,594,626",애니메이션,전체관람가,일반영화
83,킹스맨 골든 서클,킹스맨골든서클,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-09-27,개봉영화,장편,미국,"1,687","40,987,484,736",4945484,"12,306,638,886","1,419,759",액션,청소년관람불가,일반영화
84,바람과 함께 사라지다,바람과함께사라지다,김주호,"(주)두타연,(주)에이디사공육",,(주)넥스트엔터테인먼트월드(NEW),2012-08-08,개봉영화,장편,한국,694,"34,524,377,161",4897551,"8,302,901,161","1,122,802",코미디,12세이상관람가,일반영화
85,마션,마션,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-10-08,개봉영화,장편,미국,"1,132","39,612,764,295",4875494,"12,914,889,095","1,509,471",액션,12세이상관람가,일반영화
86,토르 라그나로크,토르라그나로크,타이카 와이티티,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-10-25,개봉영화,장편,미국,"1,640","39,248,432,595",4857152,"12,088,848,195","1,419,464",액션,12세이상관람가,일반영화
87,어메이징 스파이더맨,어메이징스파이더맨,마크 웹,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-06-28,개봉영화,장편,미국,"1,118","41,163,951,235",4853123,"13,100,185,524","1,446,116",액션,12세이상관람가,일반영화
88,"님아, 그 강을 건너지 마오",님아그강을건너지마오,진모영,아거스필름,,"CGV아트하우스,(주)대명문화공장",2014-11-27,개봉영화,장편,한국,206,"37,354,452,679",4801355,"9,129,018,879","1,140,795",다큐멘터리,전체관람가,독립/예술영화
89,조선명탐정  각시투구꽃의 비밀,조선명탐정각시투구꽃의비밀,김석윤,청년필름(주),,(주)쇼박스,2011-01-27,개봉영화,장편,한국,611,"35,841,769,500",4786259,"10,712,744,000","1,363,857",코미디,12세이상관람가,일반영화
90,군도 민란의 시대,군도민란의시대,윤종빈,"(주)영화사 월광,(주)쇼박스",,(주)쇼박스,2014-07-23,개봉영화,장편,한국,"1,394","36,987,755,999",4774895,"9,976,707,399","1,239,945",사극,15세이상관람가,일반영화
91,범죄와의 전쟁 나쁜놈들 전성시대,범죄와의전쟁나쁜놈들전성시대,윤종빈,"(주)팔레트픽처스,(주)쇼박스",,(주)쇼박스,2012-02-02,개봉영화,장편,한국,699,"36,479,147,500",4710454,"11,716,858,500","1,451,900",범죄,청소년관람불가,일반영화
92,주토피아,주토피아,"바이론 하워드,리치 무어",,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-02-17,개봉영화,장편,미국,661,"37,077,444,042",4703245,"12,142,771,642","1,465,960",애니메이션,전체관람가,일반영화
93,엣지 오브 투모로우,엣지오브투모로우,더그 라이만,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-06-04,개봉영화,장편,미국,801,"38,703,942,201",4697142,"12,201,872,401","1,401,887",액션,12세이상관람가,일반영화
94,신세계,신세계,박훈정,"(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",,(주)넥스트엔터테인먼트월드(NEW),2013-02-21,개봉영화,장편,한국,671,"34,881,330,905",4682492,"11,114,978,905","1,435,648",범죄,청소년관람불가,일반영화
95,신비한 동물사전,신비한동물사전,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-11-16,개봉영화,장편,미국,"1,431","39,337,263,058",4666993,"12,640,487,458","1,425,528",어드벤처,12세이상관람가,일반영화
96,도가니,도가니,황동혁,"(주)삼거리픽쳐스,(주)판타지오",,씨제이이앤엠(주),2011-09-22,개봉영화,장편,한국,644,"35,566,854,800",4662822,"10,141,606,500","1,267,508",드라마,청소년관람불가,일반영화
97,내 아내의 모든 것,내아내의모든것,민규동,"(주)수필름,영화사 집",,(주)넥스트엔터테인먼트월드(NEW),2012-05-17,개봉영화,장편,한국,563,"34,222,160,500",4598583,"11,547,286,500","1,475,165",코미디,15세이상관람가,일반영화
98,판도라,판도라,박정우,(주)씨에이씨엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2016-12-07,개봉영화,장편,한국,"1,166","35,965,733,064",4571142,"7,213,559,964","880,999",드라마,12세이상관람가,일반영화
99,연가시,연가시,박정우,(주)오죤필름,,씨제이이앤엠(주),2012-07-05,개봉영화,장편,한국,759,"32,154,766,664",4513026,"7,819,583,000","1,040,068",공포(호러),15세이상관람가,일반영화
100,아이언맨 2,아이언맨2,존 파브로,"파라마운트 픽쳐스,마블 엔터프라이즈",씨제이엔터테인먼트,씨제이엔터테인먼트,2010-04-29,개봉영화,장편,미국,757,"33,161,943,100",4498335,"10,697,867,500","1,370,291",SF,12세이상관람가,일반영화
101,강철비,강철비,양우석,"(주)와이웍스엔터테인먼트,(주)모팩",,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,개봉영화,장편,한국,"1,426","35,477,912,466",4451336,"8,694,723,516","1,060,541",액션,15세이상관람가,일반영화
102,해리포터와 죽음의 성물2,해리포터와죽음의성물2,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-07-13,개봉영화,장편,미국,757,"34,507,819,000",4400298,"11,183,806,000","1,361,311",판타지,전체관람가,일반영화
103,엑스맨 데이즈 오브 퓨처 패스트,엑스맨데이즈오브퓨처패스트,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-05-22,개봉영화,장편,미국,"1,056","34,654,558,766",4313871,"11,315,080,666","1,345,720",액션,12세이상관람가,일반영화
104,아가씨,아가씨,박찬욱,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",,씨제이이앤엠(주),2016-06-01,개봉영화,장편,한국,"1,171","35,114,332,791",4277071,"10,881,501,871","1,283,972",스릴러,청소년관람불가,일반영화
105,어메이징 스파이더맨 2,어메이징스파이더맨2,마크 웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,개봉영화,장편,미국,"1,312","34,869,056,800",4168350,"10,562,832,700","1,187,974",액션,12세이상관람가,일반영화
106,용의자,용의자,원신연,"(주)그린피쉬,(주)쇼박스",,(주)쇼박스,2013-12-24,개봉영화,장편,한국,807,"30,037,161,000",4131248,"7,563,772,000","997,760",액션,15세이상관람가,일반영화
107,건축학개론,건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,개봉영화,장편,한국,593,"30,219,800,500",4110645,"11,003,948,000","1,431,173",멜로/로맨스,12세이상관람가,일반영화
108,댄싱퀸,댄싱퀸,이석훈,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2012-01-18,개봉영화,장편,한국,534,"30,129,259,500",4057546,"8,223,006,000","1,055,086",코미디,12세이상관람가,일반영화
109,꾼,꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,"1,314","31,313,568,795",4018341,"7,524,464,445","931,901",범죄,15세이상관람가,일반영화
110,혹성탈출 반격의 서막,혹성탈출반격의서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,개봉영화,장편,미국,922,"31,509,793,095",4002134,"9,067,860,195","1,095,630",액션,12세이상관람가,일반영화
111,타짜-신의 손,타짜신의손,강형철,(주)싸이더스,,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,개봉영화,장편,한국,890,"32,267,244,827",4001813,"8,495,857,527","1,016,403",드라마,청소년관람불가,일반영화
112,쿵푸팬더3,쿵푸팬더3,"여인영,알레산드로 칼로니",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2016-01-28,개봉영화,장편,미국,"1,365","31,340,798,156",3984812,"8,695,148,256","1,045,418",애니메이션,전체관람가,일반영화
113,캡틴 아메리카 윈터 솔져,캡틴아메리카윈터솔져,"조 루소,안소니 루소",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,개봉영화,장편,미국,"1,106","31,710,585,385",3963220,"10,405,400,885","1,237,982",액션,15세이상관람가,일반영화
114,박수건달,박수건달,조진규,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",,(주)쇼박스,2013-01-09,개봉영화,장편,한국,599,"28,343,986,569",3893216,"6,808,915,069","894,127",코미디,15세이상관람가,일반영화
115,베놈,베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10-03,개봉영화,장편,미국,"1,308","34,100,211,207",3888096,"9,452,036,857","1,026,909",액션,15세이상관람가,일반영화
116,조선명탐정  사라진 놉의 딸,조선명탐정사라진놉의딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,개봉영화,장편,한국,811,"30,456,879,428",3872015,"6,908,501,928","845,522",사극,12세이상관람가,일반영화
117,역린,역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,"1,054","29,893,297,890",3849433,"8,426,821,290","1,044,988",사극,15세이상관람가,일반영화
118,매드 맥스 분노의 도로,매드맥스분노의도로,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-05-14,개봉영화,장편,미국,799,"32,906,364,462",3842441,"11,443,176,062","1,271,954",액션,15세이상관람가,일반영화
119,남한산성,남한산성,황동혁,(주)싸이런픽쳐스,,씨제이이앤엠(주),2017-10-03,개봉영화,장편,한국,"1,229","31,067,321,992",3829891,"7,375,553,392","889,444",사극,15세이상관람가,일반영화
120,데드풀 2,데드풀2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,개봉영화,장편,미국,"1,576","34,185,664,639",3784602,"10,757,126,939","1,145,250",액션,청소년관람불가,일반영화
121,암수살인,암수살인,김태균,"(주)필름295,(주)블러썸픽쳐스",,(주)쇼박스,2018-10-03,개봉영화,장편,한국,"1,177","32,855,895,548",3772620,"7,777,232,448","862,386",범죄,15세이상관람가,일반영화
122,국가부도의 날,국가부도의날,최국희,영화사 집,,씨제이이앤엠(주),2018-11-28,개봉영화,장편,한국,"1,180","30,891,765,837",3754983,"7,993,870,137","937,443",드라마,12세이상관람가,일반영화
123,미이라,미이라,알렉스 커츠먼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,개봉영화,장편,미국,"1,257","30,504,689,978",3689325,"7,851,059,428","909,202",액션,15세이상관람가,일반영화
124,전우치,전우치,최동훈,영화사 집,,씨제이엔터테인먼트,2009-12-23,개봉영화,장편,한국,606,"26,770,717,436",3671356,"7,781,335,500","1,009,619",액션,12세이상관람가,일반영화
