영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,제작년도,원작도서유무,네이버기대지수,API구분
아가씨,박찬욱,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",,씨제이이앤엠(주),2016-06-01,개봉영화,장편,한국,"1,171","35,114,332,791",4277071,"10,881,501,871","1,283,972",스릴러,청소년관람불가,일반영화,2016.0,1,21671.0,both
어메이징스파이더맨2,마크 웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,개봉영화,장편,미국,"1,312","34,869,056,800",4168350,"10,562,832,700","1,187,974",액션,12세이상관람가,일반영화,2014.0,0,3680.0,both
어메이징스파이더맨2,마크 웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,개봉영화,장편,미국,"1,312","34,869,056,800",4168350,"10,562,832,700","1,187,974",액션,12세이상관람가,일반영화,2014.0,0,3680.0,both
용의자,원신연,"(주)그린피쉬,(주)쇼박스",,(주)쇼박스,2013-12-24,개봉영화,장편,한국,807,"30,037,161,000",4131248,"7,563,772,000","997,760",액션,15세이상관람가,일반영화,2013.0,0,0.0,both
건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,개봉영화,장편,한국,593,"30,219,800,500",4110645,"11,003,948,000","1,431,173",멜로/로맨스,12세이상관람가,일반영화,2012.0,0,0.0,both
댄싱퀸,이석훈,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2012-01-18,개봉영화,장편,한국,534,"30,129,259,500",4057546,"8,223,006,000","1,055,086",코미디,12세이상관람가,일반영화,2012.0,0,0.0,both
꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,"1,314","31,313,568,795",4018341,"7,524,464,445","931,901",범죄,15세이상관람가,일반영화,2017.0,0,6730.0,both
혹성탈출반격의서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,개봉영화,장편,미국,922,"31,509,793,095",4002134,"9,067,860,195","1,095,630",액션,12세이상관람가,일반영화,2014.0,0,2984.0,both
타짜신의손,강형철,(주)싸이더스,,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,개봉영화,장편,한국,890,"32,267,244,827",4001813,"8,495,857,527","1,016,403",드라마,청소년관람불가,일반영화,2014.0,1,7157.0,both
쿵푸팬더3,"여인영,알레산드로 칼로니",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2016-01-28,개봉영화,장편,미국,"1,365","31,340,798,156",3984812,"8,695,148,256","1,045,418",애니메이션,전체관람가,일반영화,2016.0,0,12441.0,both
캡틴아메리카윈터솔져,"조 루소,안소니 루소",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,개봉영화,장편,미국,"1,106","31,710,585,385",3963220,"10,405,400,885","1,237,982",액션,15세이상관람가,일반영화,2014.0,1,1969.0,both
박수건달,조진규,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",,(주)쇼박스,2013-01-09,개봉영화,장편,한국,599,"28,343,986,569",3893216,"6,808,915,069","894,127",코미디,15세이상관람가,일반영화,2012.0,0,0.0,both
베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10-03,개봉영화,장편,미국,"1,308","34,100,211,207",3888096,"9,452,036,857","1,026,909",액션,15세이상관람가,일반영화,2018.0,0,2105.0,both
조선명탐정사라진놉의딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,개봉영화,장편,한국,811,"30,456,879,428",3872015,"6,908,501,928","845,522",사극,12세이상관람가,일반영화,2014.0,0,7406.0,both
역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,"1,054","29,893,297,890",3849433,"8,426,821,290","1,044,988",사극,15세이상관람가,일반영화,2014.0,1,6255.0,both
매드맥스분노의도로,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-05-14,개봉영화,장편,미국,799,"32,906,364,462",3842441,"11,443,176,062","1,271,954",액션,15세이상관람가,일반영화,2015.0,0,2005.0,both
남한산성,황동혁,(주)싸이런픽쳐스,,씨제이이앤엠(주),2017-10-03,개봉영화,장편,한국,"1,229","31,067,321,992",3829891,"7,375,553,392","889,444",사극,15세이상관람가,일반영화,2017.0,1,8809.0,both
데드풀2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,개봉영화,장편,미국,"1,576","34,185,664,639",3784602,"10,757,126,939","1,145,250",액션,청소년관람불가,일반영화,2018.0,0,2012.0,both
데드풀2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,개봉영화,장편,미국,"1,576","34,185,664,639",3784602,"10,757,126,939","1,145,250",액션,청소년관람불가,일반영화,2018.0,0,2012.0,both
암수살인,김태균,"(주)필름295,(주)블러썸픽쳐스",,(주)쇼박스,2018-10-03,개봉영화,장편,한국,"1,177","32,855,895,548",3772620,"7,777,232,448","862,386",범죄,15세이상관람가,일반영화,2018.0,0,1474.0,both
국가부도의날,최국희,영화사 집,,씨제이이앤엠(주),2018-11-28,개봉영화,장편,한국,"1,180","30,891,765,837",3754983,"7,993,870,137","937,443",드라마,12세이상관람가,일반영화,2018.0,0,1172.0,both
전우치,최동훈,영화사 집,,씨제이엔터테인먼트,2009-12-23,개봉영화,장편,한국,606,"26,770,717,436",3671356,"7,781,335,500","1,009,619",액션,12세이상관람가,일반영화,2009.0,0,0.0,both
분노의질주더익스트림,F. 게리 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,개봉영화,장편,미국,"1,469","29,981,156,348",3653238,"7,936,210,998","932,027",액션,15세이상관람가,일반영화,2017.0,0,9867.0,both
너의이름은,신카이 마코토,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-01-04,개봉영화,장편,일본,947,"29,248,867,156",3637122,"9,352,306,256","1,124,392",애니메이션,12세이상관람가,일반영화,2016.0,1,22244.0,both
인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,개봉영화,장편,미국,496,"28,518,443,148",3610642,"10,024,307,548","1,228,273",코미디,12세이상관람가,일반영화,2015.0,0,5224.0,both
라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),2016-12-07,개봉영화,장편,미국,727,"30,006,844,694",3597193,"13,131,083,194","1,536,629",드라마,12세이상관람가,일반영화,2016.0,0,2565.0,both
귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,개봉영화,장편,한국,876,"27,245,051,990",3586523,"6,310,471,892","801,788",드라마,15세이상관람가,일반영화,2015.0,0,47687.0,both
리얼스틸,숀 레비,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,개봉영화,장편,미국,603,"26,566,677,000",3579666,"8,578,776,500","1,090,591",액션,12세이상관람가,일반영화,2011.0,1,0.0,both
신의한수,조범구,"(주)메이스엔터테인먼트,(주)아지트필름",,(주)쇼박스,2014-07-03,개봉영화,장편,한국,794,"28,777,712,256",3562123,"8,104,315,156","965,372",범죄,청소년관람불가,일반영화,2014.0,0,2407.0,both
코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,개봉영화,장편,미국,"1,177","27,685,479,440",3510017,"8,547,812,240","1,024,250",애니메이션,전체관람가,일반영화,2017.0,0,4467.0,both
부러진화살,정지영,(주)아우라픽처스,,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,개봉영화,장편,한국,453,"25,878,110,500",3450941,"7,619,815,000","972,059",드라마,15세이상관람가,일반영화,2011.0,0,0.0,both
끝까지간다,김성훈,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2014-05-29,개봉영화,장편,한국,645,"27,006,007,900",3450143,"7,567,987,400","927,324",액션,15세이상관람가,일반영화,2013.0,0,1320.0,both
비긴어게인,존 카니,,판씨네마(주),판씨네마(주),2014-08-13,개봉영화,장편,미국,213,"27,096,673,061",3427464,"10,856,208,161","1,324,469",멜로/로맨스,15세이상관람가,독립/예술영화,2013.0,0,1276.0,both
스파이,이승준,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-09-05,개봉영화,장편,한국,785,"24,436,429,305",3423920,"5,483,475,805","733,029",액션,15세이상관람가,일반영화,2013.0,0,0.0,both
그것만이내세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-01-17,개봉영화,장편,한국,862,"27,441,213,382",3417629,"6,258,257,482","759,455",코미디,12세이상관람가,일반영화,2017.0,0,5829.0,both
이끼,강우석,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",,씨제이엔터테인먼트,2010-07-14,개봉영화,장편,한국,736,"25,856,306,126",3408144,"8,251,736,000","1,044,532",드라마,청소년관람불가,일반영화,2010.0,1,0.0,both
돈,박누리,"(주)사나이픽처스,(주)영화사 월광",,(주)쇼박스,2019-03-20,개봉영화,장편,한국,"1,431","28,869,717,062",3389046,"7,287,616,982","833,516",범죄,15세이상관람가,일반영화,2018.0,1,2278.0,both
포화속으로,이재한,"(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",,롯데쇼핑㈜롯데엔터테인먼트,2010-06-16,개봉영화,장편,한국,736,"24,217,600,897",3385706,"6,203,066,000","822,965",드라마,12세이상관람가,일반영화,2010.0,0,0.0,both
어바웃타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,개봉영화,장편,영국,568,"24,867,023,000",3375735,"10,488,833,000","1,368,822",멜로/로맨스,15세이상관람가,일반영화,2013.0,0,0.0,both
데드풀,팀 밀러,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-02-17,개봉영화,장편,미국,"1,036","27,595,618,651",3317196,"9,150,924,002","1,062,535",액션,청소년관람불가,일반영화,2016.0,0,14601.0,both
아이캔스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,"1,140","25,532,214,986",3280243,"6,409,220,686","796,658",코미디,12세이상관람가,일반영화,2017.0,0,6377.0,both
스타워즈깨어난포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,개봉영화,장편,미국,940,"28,353,796,331",3273879,"9,631,617,574","1,047,074",액션,12세이상관람가,일반영화,2015.0,0,14170.0,both
분노의질주더세븐,제임스 완,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,개봉영화,장편,미국,983,"26,449,334,694",3247558,"7,328,474,894","864,171",액션,15세이상관람가,일반영화,2015.0,0,7601.0,both
터미네이터제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,개봉영화,장편,미국,"1,113","26,546,725,129",3239371,"7,364,611,329","852,065",액션,15세이상관람가,일반영화,2015.0,0,28154.0,both
그래비티,알폰소 쿠아론,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)","주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2013-10-17,개봉영화,장편,미국,636,"31,484,135,600",3227452,"14,128,973,600","1,311,034",SF,12세이상관람가,일반영화,2013.0,0,0.0,both
마녀,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),2018-06-27,개봉영화,장편,한국,"1,117","27,242,029,463",3189091,"6,459,959,863","732,154",미스터리,15세이상관람가,일반영화,2018.0,0,275.0,both
악인전,이원태,(주)비에이엔터테인먼트,,"(주)에이스메이커무비웍스,(주)키위미디어그룹",2019-05-15,개봉영화,장편,한국,"1,307","27,425,675,890",3167760,"6,044,466,460","681,393",범죄,청소년관람불가,일반영화,2019.0,0,517.0,both
탐정리턴즈,이언희,(주)크리픽쳐스,,씨제이이앤엠(주),2018-06-13,개봉영화,장편,한국,"1,041","26,865,721,678",3148038,"5,989,673,378","680,077",코미디,15세이상관람가,일반영화,2018.0,0,760.0,both
캐리비안의해적낯선조류,롭 마샬,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05-19,개봉영화,장편,미국,960,"27,279,967,500",3130046,"8,991,119,500","977,452",액션,12세이상관람가,일반영화,2011.0,1,0.0,both
퀵,조범구,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2011-07-20,개봉영화,장편,한국,512,"22,960,890,000",3125069,"5,353,417,500","692,405",코미디,15세이상관람가,일반영화,2011.0,0,0.0,both
감기,김성수,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",,아이러브시네마,2013-08-14,개봉영화,장편,한국,806,"21,784,202,000",3119023,"4,692,878,000","638,882",드라마,15세이상관람가,일반영화,2013.0,0,0.0,both
나우유씨미2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,개봉영화,장편,미국,"1,200","25,116,690,113",3100113,"7,162,588,413","850,601",범죄,12세이상관람가,일반영화,2016.0,0,9865.0,both
나우유씨미2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,개봉영화,장편,미국,"1,200","25,116,690,113",3100113,"7,162,588,413","850,601",범죄,12세이상관람가,일반영화,2016.0,0,9865.0,both
하모니,강대규,(주)제이케이필름,,씨제이엔터테인먼트,2010-01-28,개봉영화,장편,한국,405,"21,992,266,198",3068544,"5,451,128,000","718,993",드라마,12세이상관람가,일반영화,2009.0,0,0.0,both
스물,이병헌,"(주)영화나무,(주)아이에이치큐",,(주)넥스트엔터테인먼트월드(NEW),2015-03-25,개봉영화,장편,한국,926,"23,558,988,686",3044134,"5,990,587,486","740,243",코미디,15세이상관람가,일반영화,2014.0,0,27413.0,both
토르다크월드,앨런 테일러,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,개봉영화,장편,미국,733,"22,525,808,500",3039889,"6,890,911,500","885,699",액션,12세이상관람가,일반영화,2013.0,0,0.0,both
방자전,김대우,"(주)바른손이앤에이,시오필름(주),(주)더타워픽쳐스",,씨제이엔터테인먼트,2010-06-02,개봉영화,장편,한국,512,"22,853,629,794",3035116,"7,700,850,000","975,688",사극,청소년관람불가,일반영화,2010.0,0,0.0,both
인크레더블2,브래드 버드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-07-18,개봉영화,장편,미국,"1,605","24,554,683,588",3033052,"7,611,573,288","880,527",애니메이션,전체관람가,일반영화,2018.0,0,1400.0,both
레드더레전드,딘 패리소트,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2013-07-18,개봉영화,장편,미국,739,"21,511,358,970",3004647,"6,308,770,970","841,287",액션,15세이상관람가,일반영화,2013.0,0,0.0,both
오싹한연애,황인호,상상필름(주),,씨제이이앤엠(주),2011-12-01,개봉영화,장편,한국,469,"21,965,313,000",3001530,"6,146,203,500","797,727",공포(호러),12세이상관람가,일반영화,2011.0,0,0.0,both
드래곤길들이기2,딘 데블로이스,,씨제이이앤엠(주),씨제이이앤엠(주),2014-07-23,개봉영화,장편,미국,829,"23,979,935,189",3000056,"6,564,340,689","751,931",애니메이션,전체관람가,일반영화,2014.0,0,4265.0,both
드래곤길들이기2,딘 데블로이스,,씨제이이앤엠(주),씨제이이앤엠(주),2014-07-23,개봉영화,장편,미국,829,"23,979,935,189",3000056,"6,564,340,689","751,931",애니메이션,전체관람가,일반영화,2014.0,0,4265.0,both
형,권수경,굿초이스컷픽쳐스(주),,씨제이이앤엠(주),2016-11-23,개봉영화,장편,한국,993,"23,129,111,893",2982022,"5,484,309,343","675,698",코미디,12세이상관람가,일반영화,2016.0,0,25600.0,both
친구2,곽경택,"(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,개봉영화,장편,한국,968,"21,804,687,513",2971475,"5,171,825,013","675,887",액션,청소년관람불가,일반영화,2013.0,0,0.0,both
26년,조근현,영화사청어람(주),,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,개봉영화,장편,한국,604,"21,241,327,145",2963449,"6,121,058,611","817,210",액션,15세이상관람가,일반영화,2012.0,1,0.0,both
