■ 영화정보 리스트,,,,,,,,
- 조회일: 2019-06-14,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,
▶ 검색조건 : [  영화명: 전체 감독명: 전체 제작연도: 전체 개봉일자:2010-01-01 ~ 2019-06-09 제작상태: 전체 유형: 전체 장르: 전체 등급: 전체 국적: 전체 인덱싱: 전체 입력비율: 전체 ],,,,,,,,
영화명,영화명(영문),제작연도,제작국가,유형,장르,제작상태,감독,제작사
폭풍전야,Lovers Vanished,2009,한국,장편,"드라마,멜로/로맨스",개봉,조창호,오퍼스픽쳐스(유)
나는 야한 여자가 좋다 3,,2015,한국,장편,멜로/로맨스,개봉,김미연,(주)케이알씨지
질투,Jealousy,2013,프랑스,장편,멜로/로맨스,개봉,필립 가렐,
몬스터,Monster,2013,일본,장편,"드라마,멜로/로맨스",개봉,오오쿠 아키코,
디노타샤: 공룡대탐험,Dinotasia,2012,미국,장편,"애니메이션,어드벤처",개봉,"데이빗 크렌츠,에릭 넬슨",
은하철도의 꿈,Giovanni's Island,2014,일본,장편,애니메이션,개봉,니시쿠보 미즈호,
엘리노어 릭비: 그 여자,The Disappearance of Eleanor Rigby: Her,2014,미국,장편,드라마,개봉,네드 벤슨,
엘리노어 릭비: 그 남자 그 여자,The Disappearance of Eleanor Rigby: Them,2014,미국,장편,드라마,개봉,네드 벤슨,
엘리노어 릭비: 그 남자,The Disappearance of Eleanor Rigby: Him,2014,미국,장편,드라마,개봉,네드 벤슨,
뱀파이어 아카데미,Vampire Academy,2014,"미국,영국,루마니아",장편,"액션,코미디,판타지",개봉,마크 워터스,
결혼하지 않아도 괜찮을까,"Sue, Mai & Sawa: Righting the Girl Ship",2012,일본,장편,드라마,개봉,미노리카와 오사무,
이프!,Eep!,2010,"네덜란드,벨기에",장편,"판타지,가족",개봉,엘렌 스미트,
그녀가 떠날 때,When We Leave,2010,독일,장편,드라마,개봉,페오 알라다그,
훌리오와 에밀리아,Bonsai,2011,"칠레,아르헨티나,포르투갈,프랑스",장편,드라마,개봉,크리스티안 히메네즈,
할복: 사무라이의 죽음,Harakiri- Death of a samurai,2012,"일본,영국",장편,사극,개봉,미이케 다카시,
에브리 잭 해즈 어 질,Every Jack Has a Jill,2009,프랑스,장편,멜로/로맨스,개봉,제니퍼 드볼데르,
퍼스트 그레이더,The First Grader,2011,"영국,미국,케냐",장편,드라마,개봉,저스틴 채드윅,
밀레니엄 : 제3부 벌집을 발로 찬 소녀,Millennium : the film part3 - The Girl Who Kicked The Hornet’s Nest,2009,"스웨덴,덴마크,독일",장편,"범죄,스릴러",개봉,다니엘 알프레드슨,
밀레니엄 : 제2부 불을 가지고 노는 소녀,Millennium - the film part2 - Flickan Som Lekte Med Elden,2009,"스웨덴,덴마크,독일",장편,스릴러,개봉,다니엘 알프레드슨,
S 중독자의 고백,Diary Of A Nymphomaniac/Diary Of a Sex Addict,2008,스페인,장편,드라마,개봉,크리스티안 몰리나,
움,Womb,2011,"독일,헝가리,프랑스",장편,드라마,개봉,베네덱 플리고프,
"1789, 바스티유의 연인들","1789, Les amants de la Bastille",2013,한국,장편,"뮤지컬,공연",개봉,정성복,(주)패뷸러스
이불,Bedding,2014,한국,장편,"코미디,멜로/로맨스",개봉,김한준,(주)대양미디어
편의점 알바생의 정사,Unlucky girl,2013,일본,장편,성인물(에로),개봉,하라다 유지,
빚잔치 2억-노리개의 시작,Body Fund-Woman in Auction,2011,일본,장편,성인물(에로),개봉,사카모토 후토시,
만져도 될까?-유부녀의 사랑,The throb first experience,2014,일본,장편,성인물(에로),개봉,야마카미 카오루,
두 번째 불륜 프리섹스 선언!,My sweet nutty girl,2013,일본,장편,성인물(에로),개봉,아사노 유키야스,
써스펜션,Suspension of Disbelief,2012,영국,장편,스릴러,개봉,마이크 피기스,
미친 섹스,Naboer,2005,"노르웨이,덴마크,스웨덴",장편,"공포(호러),스릴러,미스터리",개봉,폴 슬레딴느,
한밤의 사무실정사,DISCIPLINE A HAUGHTY GIRL,2013,일본,장편,성인물(에로),개봉,야마우치 다이스케,
첫 동거를 시작할 때,Starting Over  ,2013,일본,장편,성인물(에로),개봉,고도 토시히로,
찬란한 동거생활4-사랑과 욕망의 여행,DANCE TILL TOMORROW 4,2005,일본,장편,성인물(에로),개봉,혼다 코이치,
찬란한 동거생활3-불륜과 진실의 섹스,DANCE TILL TOMORROW 3,2005,일본,장편,성인물(에로),개봉,혼다 코이치,
젊은 아내는 음란하다,THE DESIRE OF YOUNG WIFE,2006,일본,장편,성인물(에로),개봉,쿠보데라 카즈토,
불륜 드라마 같은 내 인생,,2014,일본,장편,성인물(에로),개봉,아트포트,
베드(감독판),B·E·D,2012,한국,장편,"멜로/로맨스,드라마",개봉,박철수,씨네힐
달콤한 애인 계약서,Sweet Knight #1,2014,일본,장편,성인물(에로),개봉,이시카와 지로,
다리사이 여신강림,Bon's desire,2013,일본,장편,성인물(에로),개봉,안도 본,
계몽영화,Enlightenment Film,2009,한국,장편,드라마,개봉,박동훈,3767필름
하트 비트,Heartbeats,2010,캐나다,장편,"드라마,멜로/로맨스",개봉,자비에 돌란,알리앙스 알틀란티스 비바필름
로렌스 애니웨이,Laurence Anyways,2012,"캐나다,프랑스",장편,"멜로/로맨스,드라마",개봉,자비에 돌란,
탐엣더팜,Tom at the Farm,2013,"캐나다,프랑스",장편,"드라마,스릴러",개봉,자비에 돌란,
티파니에서 아침을,Breakfast at Tiffany's,1961,미국,장편,"드라마,멜로/로맨스",기타,블레이크 에드워즈,
인투 더 스톰,Into the Storm,2014,미국,장편,"액션,스릴러",개봉,스티븐 쿼일,
히든 스나이퍼,The Shooter,2013,덴마크,장편,"범죄,스릴러",개봉,아네트 K. 올레슨,
아이스 토네이도,Ice Twisters,2009,미국,장편,SF,개봉,스티븐 R. 몬로,
마법의 히드라,Hydra,2009,미국,장편,"공포(호러),SF",개봉,앤드류 프렌더게스트,
라 붐,La Boum,1980,프랑스,장편,"드라마,멜로/로맨스,코미디",개봉,클로드 피노토,
동사서독 리덕스,Ashes of Time Redux,2008,"홍콩,대만",장편,"액션,드라마",개봉,왕가위,
분노의 질주: 더 세븐,Fast & Furious 7,2015,미국,장편,"액션,범죄,스릴러",개봉,제임스 완,
마담 보바리,Gemma Bovery,2014,프랑스,장편,"멜로/로맨스,드라마",개봉,앤 폰테인,
"씨, 베토벤","See, Beethoven",2013,한국,장편,드라마,개봉,"박진순,민복기",이달투
"오 브라더, 오 시스터!","Oh Brother, Oh Sister!",2014,일본,장편,"코미디,멜로/로맨스,드라마",개봉,니시다 마사후미,
살인의 강,Bloody Innocent,2010,한국,장편,"미스터리,드라마",개봉,김대현,"(주)영화사홍,인디라인"
경,Viewfinder,2009,한국,장편,드라마,개봉,김소영,영화사구경
블러디쉐이크,Bloody Shake,2010,한국,장편,"드라마,판타지,공포(호러),스릴러",개봉,김지용,"㈜팜코리아미디어  ,인디퓨쳐스튜디오"
영화판,Ari Ari The Korean Cinema,2011,한국,장편,다큐멘터리,개봉,허철,"(주)아우라픽처스,엔터시네마"
듀엣,Duet,2012,한국,장편,드라마,개봉,이상빈,(주)스테이지팩토리
페스티발,Foxy Festival,2010,한국,장편,코미디,개봉,이해영,"(주)영화사아침,(주)타이거픽쳐스"
만찬,The Dinner,2012,한국,장편,"가족,멜로/로맨스,드라마",개봉,김동현,김동현필름
어거스트 에이트,August Eighth,2012,러시아,장편,"액션,SF,드라마",개봉,드자닉 파이지예브,
울프,WOLF,2013,네덜란드,장편,"범죄,스릴러",개봉,짐 타이후투,
넛잡: 땅콩 도둑들,The Nut Job,2013,"한국,캐나다,미국",장편,"애니메이션,어드벤처,코미디,가족",개봉,피터 레페니오티스,"(주)레드로버,툰박스 엔터테인먼트"
목숨,The Hospice,2014,한국,장편,다큐멘터리,개봉,이창재,(주)비트윈픽처스
가족의 나라,Our Homeland,2012,일본,장편,드라마,개봉,양영희,
"모모세, 여기를 봐",My Pretend Girlfriend,2014,일본,장편,멜로/로맨스,개봉,야쿠모 사이지,
섹슈얼 어드벤쳐,MY AWKWARD SEXUAL ADVENTURE,2012,캐나다,장편,"코미디,멜로/로맨스",개봉,숀 개리티,
완벽한 사육 무삭제판,The Trainer - Cruel Destiny,2011,일본,장편,멜로/로맨스,개봉,카이하라 쿠리스 료,
너바나,NIRVANA,2014,미국,장편,"코미디,액션",개봉,티아고 피,
링,The Ring of Life,2012,한국,장편,다큐멘터리,개봉,이진혁,파스텔글리프
매미 그리고 여자,,2013,일본,장편,성인물(에로),개봉,오리오카 토시유키,
위대한 유산,Great Expectations,2013,영국,장편,"공연,드라마",개봉,그라함 맥라렌,
욕망의 라쇼몽 무삭제판,Rashomon,2011,일본,장편,멜로/로맨스,개봉,카와사키 히로유키,
두 번째 엄마 무삭제판,,2014,한국,장편,멜로/로맨스,개봉,이민환,(주)케이알씨지
투캅스 인 파리,On the Other Side of the Tracks,2012,프랑스,장편,"액션,코미디,범죄",개봉,다비드 샤혼,
인서전트,Insurgent,2015,미국,장편,"SF,액션",개봉,로베르트 슈벤트케,
트레이서,Tracers,2014,미국,장편,액션,개봉,다니엘 벤마요,
반딧불이의 묘,Grave of the Fireflies,1988,일본,장편,"애니메이션,드라마,전쟁",개봉,다카하타 이사오,스튜디오 지브리
코멧,Comet,2014,미국,장편,"판타지,멜로/로맨스",개봉,샘 에스마일,
뷰티풀 라이,The Good lie,2014,미국,장편,드라마,개봉,필리프 팔라도,
나쁜 녀석들,Son Of A Gun,2014,호주,장편,"범죄,액션",개봉,줄리어스 에이버리,
울언니: 성상납의 비밀 무삭제판,,2014,한국,장편,"스릴러,드라마",개봉,이제락,(주)제이록스 필름
워킹걸,Casa Amor; Exclusive for Ladies,2014,한국,장편,"코미디,멜로/로맨스",개봉,정범식,"(주)홍필름,(주)수필름"
몽골리안 프린세스,Mongolian Princess,2014,한국,장편,"멜로/로맨스,드라마",개봉,정단우,키호테
메탈헤드,Metalhead,2013,아이슬란드,장편,드라마,개봉,라그나 브라가손,
와일드 카드,Wild Card,2014,미국,장편,"범죄,액션",개봉,사이먼 웨스트,
신데렐라,Cinderella,2014,미국,장편,멜로/로맨스,개봉,케네스 브래너,
런 올 나이트,Run All Night,2015,미국,장편,"액션,스릴러",개봉,자움 콜렛 세라,
돌이킬 수 없는,Les Salauds,2013,"프랑스,독일",장편,드라마,개봉,클레르 드니,
뮤지엄 아워스,Museum Hours,2012,"오스트리아 ,미국",장편,드라마,개봉,젬 코엔,
툼스톤,A Walk Among the Tombstones,2013,미국,장편,"액션,범죄,드라마,미스터리,스릴러",개봉,스콧 프랭크,
창녀와 아내 무삭제판,Tales of Moonlights Rain,2014,일본,장편,멜로/로맨스,개봉,카와사키 히로유키,
파이스토리 : 악당상어 소탕작전,The Reef 2: High Tide,2012,"미국,한국",장편,애니메이션,개봉,"마크 A.Z. 디페,박태동",
레디액션 청춘,The Youth ,2014,한국,옴니버스,드라마,개봉,"김진무,박가희,주성수,정원식","(주)인벤트스톤,(주)삼거리픽쳐스"
완전한 사육 2015 무삭제판,The Trainer - The King of Psycho,2011,일본,장편,멜로/로맨스,개봉,타카자와 요시키,
비트레이얼,Betrayal,2013,미국,장편,"액션,어드벤처,범죄,미스터리,스릴러",개봉,잭 토팔리안,
세븐 싸이코패스,Seven Psychopaths,2012,영국,장편,코미디,개봉,마틴 맥도나,
"빗자루, 금붕어 되다",A Broom Becomes a Goldfish,2008,한국,장편,드라마,개봉,김동주,김동주필름
좀비 파이트 클럽,Zombie Fight Club,2014,"홍콩,대만",장편,"판타지,액션",개봉,전인호,
바다 탐험대 옥토넛 스페셜,OCTONAUTS,2013,영국,장편,애니메이션,개봉,니키 팰런,
바티칸 뮤지엄,The Vatican Museums 3D,2014,이탈리아,장편,다큐멘터리,개봉,루카 드 마타,
쥬로링 동물탐정 극장판,Change Zoororing,2014,"한국,일본",장편,"애니메이션,어드벤처",개봉,"이종현,박시후",(주)제이엠애니메이션 
오즈의 마법사: 돌아온 도로시,Legends of Oz: Dorothy's Return,2013,미국,장편,"애니메이션,판타지,뮤지컬,어드벤처,가족",개봉,"윌 핀,댄 세인트 피에르",
위플래쉬,Whiplash,2014,미국,장편,드라마,개봉,데이미언 셔젤,
해피 해피 와이너리,A Drop of the Grapevine,2014,일본,장편,코미디,개봉,미시마 유키코,
보이후드,Boyhood,2014,미국,장편,드라마,개봉,리차드 링클레이터,
백설공주 살인사건,The Snow White Murder Case,2014,일본,장편,미스터리,개봉,나카무라 요시히로,
위크엔드 인 파리,Le Week-End ,2013,영국,장편,"드라마,멜로/로맨스,코미디",개봉,로저 미첼,
반 고흐: 위대한 유산,The Van Gogh Legacy,2013,네덜란드,장편,드라마,개봉,핌 반 호브,
들개,Tinker Ticker,2013,한국,장편,"범죄,드라마",개봉,김정훈,한국영화아카데미
토미리존스의 쓰리베리얼,The Three Burials Of Melquiades Estrada,2005,"미국,프랑스",장편,"어드벤처,범죄,드라마",개봉,토미 리 존스,
우주로봇 씨어,Seer 2,2012,중국,장편,애니메이션,개봉,"왕장준,부걸",
모라토리움기의 다마코,Tamako in Moratorium,2013,일본,장편,코미디,개봉,야마시타 노부히로,
짚의 방패,Shield of Straw,2013,일본,장편,"액션,스릴러",개봉,미이케 다카시,
유신의 추억-다카키 마사오의 전성시대,Memories of Yusin,2012,한국,장편,다큐멘터리,개봉,"이정황,김무삼,김태균",엠투
피의 복수,Vengeance,2009,"홍콩,프랑스",장편,"액션,범죄,스릴러",개봉,두기봉,
사이에서,In Between,2009,한국,옴니버스,드라마,개봉,"어일선,민두식","(주)씨타도시공간,영화사 민들레"
우는 남자,No Tears for the Dead,2014,한국,장편,"액션,드라마",개봉,이정범,다이스필름(주)
18: 우리들의 성장 느와르,18 - Eighteen Noir,2013,한국,장편,드라마,개봉,한윤선,따듯한 영화사
베스트 오퍼,The Best Offer,2013,이탈리아,장편,"미스터리,멜로/로맨스",개봉,쥬세페 토르나토레,
살인캠프,Barracks,2014,한국,장편,스릴러,개봉,이상빈,"핸드메이드 필름,(주)코난픽쳐스"
타이거 마스크,The Tiger Mask,2013,일본,장편,"액션,어드벤처,SF",개봉,,
선라이트 주니어,Sunlight Jr.,2014,미국,장편,"멜로/로맨스,드라마",개봉,로리 콜리어,
버드맨,Birdman or The Unexpected Virtue of Ignorance,2014,미국,장편,"코미디,드라마",개봉,알레한드로 곤잘레스 이냐리투,
바람의 검심 : 전설의 최후편,Rurouni Kenshin: The Legend Ends,2014,일본,장편,"액션,어드벤처",개봉,오오토모 케이시,
일대일,One on One,2014,한국,장편,드라마,개봉,김기덕,(주)김기덕 필름
헬리,Heli,2013,"멕시코,프랑스,독일,네덜란드",장편,드라마,개봉,아마트 에스칼란테,
익스트랙션 데이,Extraction Day,2014,미국,장편,액션,개봉,매튜 니나버,
피가로의 결혼,NOZZE DI FIGARO,2014,미국,장편,공연,개봉,,
정무가정,House Of Fury,2005,중국,장편,"액션,코미디",개봉,풍덕륜,
찬란한 동거생활2-마성의 여자들,DANCE TILL TOMORROW 2,2005,일본,장편,성인물(에로),개봉,혼다 코이치,
찬란한 동거생활-상속남과 유부녀,DANCE TILL TOMORROW,2005,일본,장편,성인물(에로),개봉,혼다 코이치,
위기의 유부녀들 5- 남편의 정체,WIVES ON THE VERGE THE CASE OF SHIORI SATO,2009,일본,장편,성인물(에로),개봉,오부치 아키라,
오늘밤 어때? 쾌락병동,NURSE ERI,2014,일본,장편,성인물(에로),개봉,한 헤이타로,
아내는 음란한 꽃,RUN AWAY,2014,일본,장편,성인물(에로),개봉,모리시마 다이스케,
비밀: 아내의 남자,,2015,한국,장편,"드라마,스릴러",개봉,이상화,굿픽처스
문열어! 요시미짱,HER SWEET SISTER THE ANTIPODES,2014,일본,장편,성인물(에로),개봉,야마가미 카오루,
오직 사랑하는 이들만이 살아남는다,Only Lovers Left Alive,2013,"영국,독일,미국,프랑스",장편,"드라마,멜로/로맨스",개봉,짐 자무시,
그랜드 센트럴,Grand Central,2013,"프랑스,오스트리아 ",장편,"멜로/로맨스,드라마",개봉,레베카 즐로토브스키,
킬러본색: 블랙페이스,Black Face 2,2013,일본,장편,"액션,범죄",개봉,야마가 타카유키,
배틀 오브 스페이스: 우주전쟁,BATTLESPACE,2006,호주,장편,SF,개봉,닐 존슨,
나는 야한 여자가 좋다 무삭제감독판,,2014,한국,장편,멜로/로맨스,개봉,신정균,드림로드
하숙집,,2014,한국,장편,"멜로/로맨스,드라마",개봉,경석호,영화사 인연
퍼블릭 에너미 넘버원,"Mesrine: Part 1 - Killer Instinct, Public Enemy No.1",2008,"프랑스,캐나다,이탈리아",장편,"액션,범죄,드라마,스릴러",개봉,장-프랑소와 리셰,
