"TITLE","OPEN_DT","OPEN_MONTH","OPEN_QUARTER","SHOW_TM","NATION_NM","TOP_COMPANY_NM","PRI_GENRE_NM","WATCH_GRADE_NM","SERIES","NAVER_CMT_NN","NAVER_EX_PT","ORI_BOOK","AUDI_ACC"
"퍼시픽 림","2013-07-11","7","3",131,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","1",917,0,"1",2539114
"엑스맨: 퍼스트 클래스","2011-06-02","6","2",132,"미국","이십세기폭스코리아(주)","액션","12세이상관람가","1",191,0,"0",2532306
"정글북","2016-06-09","6","2",105,"미국","기타","어드벤처","12세이상관람가","0",271,4428,"0",2532051
"목격자","2018-08-15","8","3",111,"한국","(주)넥스트엔터테인먼트월드(NEW)","스릴러","15세이상관람가","0",115,583,"0",2524086
"마이펫의 이중생활","2016-08-03","8","3",90,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","전체관람가","1",244,7356,"0",2517805
"증인","2019-02-13","2","1",129,"한국","기타","드라마","12세이상관람가","0",175,484,"0",2516128
"조작된 도시","2017-02-09","2","1",126,"한국","씨제이이앤엠(주)","범죄","15세이상관람가","0",705,12267,"0",2512572
"반창꼬","2012-12-19","12","4",120,"한국","(주)넥스트엔터테인먼트월드(NEW)","멜로","15세이상관람가","0",769,0,"0",2471721
"보스 베이비","2017-05-03","5","2",97,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","1",118,4232,"0",2450023
"화차","2012-03-08","3","1",117,"한국","기타","미스터리","15세이상관람가","0",142,0,"1",2435211
"이웃사람","2012-08-22","8","3",110,"한국","롯데쇼핑㈜롯데엔터테인먼트","스릴러","청소년관람불가","0",297,0,"0",2434099
"조선명탐정: 흡혈괴마의 비밀","2018-02-08","2","1",119,"한국","기타","사극","12세이상관람가","1",247,3955,"0",2424330
"재심","2017-02-15","2","1",118,"한국","기타","드라마","15세이상관람가","0",270,6797,"0",2420729
"신비한 동물들과 그린델왈드의 범죄","2018-11-14","11","4",133,"미국","워너브러더스 코리아(주)","판타지","12세이상관람가","1",220,6057,"0",2414062
"사바하","2019-02-20","2","1",122,"한국","씨제이이앤엠(주)","미스터리","15세이상관람가","0",117,724,"0",2397792
"의뢰인","2011-09-29","9","3",123,"한국","기타","스릴러","15세이상관람가","0",230,0,"0",2393086
"화이: 괴물을 삼킨 아이","2013-10-09","10","4",125,"한국","기타","액션","청소년관람불가","0",679,0,"0",2391963
"007 스카이폴","2012-10-26","10","4",143,"미국","기타","액션","15세이상관람가","1",238,0,"0",2376145
"가문의 영광4 - 가문의 수난","2011-09-07","9","3",103,"한국","(주)넥스트엔터테인먼트월드(NEW)","코미디","15세이상관람가","1",426,0,"0",2363955
"블라인드","2011-08-10","8","3",111,"한국","(주)넥스트엔터테인먼트월드(NEW)","스릴러","청소년관람불가","0",231,0,"0",2362906
"박열","2017-06-28","6","2",128,"한국","기타","드라마","12세이상관람가","0",857,7265,"0",2359174
"라스트 갓파더","2010-12-29","12","4",103,"한국","기타","코미디","12세이상관람가","0",3794,0,"0",2316099
"스파이","2015-05-21","5","2",121,"미국","이십세기폭스코리아(주)","액션","15세이상관람가","0",502,2016,"0",2315882
"모아나","2017-01-12","1","1",113,"미국","기타","애니메이션","전체관람가","0",370,2774,"0",2310054
"테이큰 2","2012-09-27","9","3",92,"프랑스","이십세기폭스코리아(주)","액션","청소년관람불가","1",290,0,"0",2308596
"하녀","2010-05-13","5","2",106,"한국","기타","스릴러","청소년관람불가","0",184,0,"0",2304487
"메이즈 러너: 데스 큐어","2018-01-17","1","1",142,"미국","이십세기폭스코리아(주)","액션","12세이상관람가","1",471,24029,"1",2299732
"맘마미아!2","2018-08-08","8","3",113,"미국","유니버설픽쳐스인터내셔널 코리아(유)","뮤지컬","12세이상관람가","0",121,1122,"0",2285143
"호빗: 스마우그의 폐허","2013-12-12","12","4",161,"미국","워너브러더스 코리아(주)","어드벤처","12세이상관람가","1",1014,0,"0",2282744
"나잇&데이","2010-06-24","6","2",109,"미국","이십세기폭스코리아(주)","액션","15세이상관람가","0",75,0,"0",2282191
"컨저링","2013-09-17","9","3",111,"미국","워너브러더스 코리아(주)","공포","15세이상관람가","1",840,0,"0",2262758
"슈렉 포에버","2010-07-01","7","3",93,"미국","기타","애니메이션","전체관람가","1",239,0,"0",2261356
"배트맨 대 슈퍼맨: 저스티스의 시작","2016-03-24","3","1",151,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","1",1127,16024,"1",2256913
"레디 플레이어 원","2018-03-28","3","1",139,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",144,853,"1",2254430
"배틀쉽","2012-04-11","4","2",131,"미국","유니버설픽쳐스인터내셔널 코리아(유)","SF","12세이상관람가","0",426,0,"0",2241687
"셜록홈즈 : 그림자 게임","2011-12-21","12","4",128,"미국","워너브러더스 코리아(주)","액션","15세이상관람가","1",277,0,"0",2239156
"7광구","2011-08-04","8","3",101,"한국","씨제이이앤엠(주)","SF","15세이상관람가","0",1852,0,"0",2232179
"마당을 나온 암탉","2011-07-28","7","3",93,"한국","롯데쇼핑㈜롯데엔터테인먼트","애니메이션","전체관람가","0",716,0,"1",2199048
"악의 연대기","2015-05-14","5","2",102,"한국","씨제이이앤엠(주)","스릴러","15세이상관람가","0",235,5113,"0",2192243
"강남 1970","2015-01-21","1","1",135,"한국","기타","액션","청소년관람불가","0",1317,21361,"0",2192172
"이상한 나라의 앨리스","2010-03-04","3","1",108,"미국","기타","판타지","전체관람가","1",726,0,"1",2182365
"맨 오브 스틸","2013-06-13","6","2",142,"미국","워너브러더스 코리아(주)","SF","12세이상관람가","1",967,0,"0",2182227
"황해","2010-12-22","12","4",156,"한국","기타","스릴러","청소년관람불가","0",460,0,"0",2167426
"원더 우먼","2017-05-31","5","2",140,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","1",292,3222,"1",2165401
"초능력자","2010-11-10","11","4",114,"한국","(주)넥스트엔터테인먼트월드(NEW)","SF","15세이상관람가","0",1028,0,"0",2164805
"마이 웨이","2011-12-21","12","4",137,"한국","기타","전쟁","15세이상관람가","0",796,0,"1",2142622
"겟 아웃","2017-05-17","5","2",103,"미국","유니버설픽쳐스인터내셔널 코리아(유)","공포","15세이상관람가","0",1024,5068,"0",2138146
"나의 사랑 나의 신부","2014-10-08","10","4",111,"한국","기타","멜로","15세이상관람가","0",285,8499,"0",2135614
"굿바이 싱글","2016-06-29","6","2",119,"한국","기타","코미디","15세이상관람가","0",1306,6176,"0",2108273
"이클립스","2010-07-07","7","3",124,"미국","(주)넥스트엔터테인먼트월드(NEW)","판타지","12세이상관람가","0",1599,0,"1",2105050
"몽타주","2013-05-16","5","2",119,"한국","(주)넥스트엔터테인먼트월드(NEW)","스릴러","15세이상관람가","0",270,0,"0",2095375
"명당","2018-09-19","9","3",126,"한국","기타","사극","12세이상관람가","0",283,1758,"0",2087474
"논스톱","2014-02-27","2","1",106,"미국","(주)넥스트엔터테인먼트월드(NEW)","액션","15세이상관람가","0",330,0,"0",2084457
"쩨쩨한 로맨스","2010-12-01","12","4",118,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","청소년관람불가","0",184,0,"0",2080574
"장화신은 고양이","2012-01-12","1","1",90,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","1",223,0,"1",2080154
"인투 더 스톰","2014-08-28","8","3",89,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",387,1559,"0",2078492
"로건","2017-03-01","3","1",137,"미국","이십세기폭스코리아(주)","액션","청소년관람불가","1",541,4093,"1",2070084
"뷰티 인사이드","2015-08-20","8","3",126,"한국","(주)넥스트엔터테인먼트월드(NEW)","판타지","12세이상관람가","0",2660,17219,"0",2053947
"혹성탈출: 종의 전쟁","2017-08-15","8","3",139,"미국","이십세기폭스코리아(주)","액션","12세이상관람가","1",508,6877,"0",2050909
"봉이 김선달","2016-07-06","7","3",120,"한국","씨제이이앤엠(주)","사극","12세이상관람가","0",863,20055,"0",2044564
"노아","2014-03-20","3","1",139,"미국","씨제이이앤엠(주)","어드벤처","15세이상관람가","0",607,1674,"1",2026574
"레버넌트: 죽음에서 돌아온 자","2016-01-14","1","1",156,"미국","이십세기폭스코리아(주)","어드벤처","15세이상관람가","0",944,5179,"1",2007180
"페르시아의 왕자: 시간의 모래","2010-05-27","5","2",116,"미국","기타","액션","12세이상관람가","0",213,0,"0",2003533
"남자가 사랑할 때","2014-01-22","1","1",120,"한국","(주)넥스트엔터테인먼트월드(NEW)","멜로","15세이상관람가","0",458,0,"0",1979311
"루시","2014-09-03","9","3",89,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","청소년관람불가","0",609,12047,"0",1971837
"협상","2018-09-19","9","3",114,"한국","씨제이이앤엠(주)","범죄","15세이상관람가","0",170,946,"0",1967721
"알리타: 배틀 엔젤","2019-02-05","2","1",121,"미국","이십세기폭스코리아(주)","액션","12세이상관람가","0",255,888,"1",1949297
"애나벨 : 인형의 주인","2017-08-10","8","3",108,"미국","워너브러더스 코리아(주)","공포","15세이상관람가","1",163,6123,"0",1934192
"컨저링 2","2016-06-09","6","2",131,"미국","워너브러더스 코리아(주)","공포","15세이상관람가","1",176,7907,"0",1926201
"터보","2013-07-25","7","3",95,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","0",242,0,"0",1923748
"내안의 그놈","2019-01-09","1","1",122,"한국","기타","판타지","15세이상관람가","0",197,2285,"0",1901684
"수어사이드 스쿼드","2016-08-03","8","3",122,"미국","워너브러더스 코리아(주)","액션","15세이상관람가","1",1090,32475,"1",1898121
"오늘의 연애","2015-01-14","1","1",118,"한국","씨제이이앤엠(주)","멜로","15세이상관람가","0",957,19766,"0",1891993
"글러브","2011-01-20","1","1",144,"한국","기타","드라마","전체관람가","0",464,0,"0",1888100
"퍼시 잭슨과 번개 도둑","2010-02-11","2","1",118,"미국","이십세기폭스코리아(주)","판타지","12세이상관람가","0",468,0,"1",1877226
"해결사","2010-09-09","9","3",100,"한국","기타","액션","15세이상관람가","0",133,0,"0",1873327
"연애의 온도","2013-03-21","3","1",112,"한국","롯데쇼핑㈜롯데엔터테인먼트","멜로","청소년관람불가","0",450,0,"0",1865195
"아이들...","2011-02-17","2","1",132,"한국","롯데쇼핑㈜롯데엔터테인먼트","범죄","15세이상관람가","0",585,0,"0",1864408
"마약왕","2018-12-19","12","4",139,"한국","기타","범죄","청소년관람불가","0",293,2185,"0",1864076
"테이큰 3","2015-01-01","1","1",111,"미국","이십세기폭스코리아(주)","액션","15세이상관람가","1",422,8326,"0",1860934
"코리아","2012-05-03","5","2",127,"한국","씨제이이앤엠(주)","드라마","12세이상관람가","0",441,0,"0",1857392
"지.아이.조 2","2013-03-28","3","1",110,"미국","씨제이이앤엠(주)","액션","15세이상관람가","1",595,0,"0",1855917
"노무현입니다","2017-05-25","5","2",109,"한국","기타","다큐멘터리","12세이상관람가","0",2190,45099,"0",1854867
"집으로 가는 길","2013-12-11","12","4",130,"한국","씨제이이앤엠(주)","드라마","15세이상관람가","0",1172,0,"1",1854625
"악마를 보았다","2010-08-12","8","3",144,"한국","기타","스릴러","청소년관람불가","0",294,0,"0",1848418
"뺑반","2019-01-30","1","1",133,"한국","기타","범죄","15세이상관람가","0",159,1079,"0",1826714
"나의 PS 파트너","2012-12-06","12","4",114,"한국","씨제이이앤엠(주)","멜로","청소년관람불가","0",477,0,"0",1823116
"007 스펙터","2015-11-11","11","4",147,"영국","유니버설픽쳐스인터내셔널 코리아(유)","액션","15세이상관람가","1",253,6919,"0",1820842
"분노의 질주: 더 맥시멈","2013-05-22","5","2",130,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","15세이상관람가","1",519,0,"0",1790457
"저스티스 리그","2017-11-15","11","4",119,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","1",1077,7332,"1",1786386
"공범","2013-10-24","10","4",95,"한국","씨제이이앤엠(주)","스릴러","15세이상관람가","0",332,0,"0",1766285
"나를 찾아줘","2014-10-23","10","4",148,"미국","이십세기폭스코리아(주)","스릴러","청소년관람불가","0",117,1592,"1",1764233
"대호","2015-12-16","12","4",139,"한국","(주)넥스트엔터테인먼트월드(NEW)","사극","12세이상관람가","0",553,8397,"0",1762742
"걸리버 여행기","2011-01-27","1","1",87,"미국","이십세기폭스코리아(주)","코미디","전체관람가","0",331,0,"0",1762070
"주먹왕 랄프 2: 인터넷 속으로","2019-01-03","1","1",112,"미국","기타","애니메이션","전체관람가","1",88,917,"0",1754375
"이미테이션 게임","2015-02-17","2","1",114,"영국","기타","드라마","15세이상관람가","0",442,7140,"1",1743774
"전설의 주먹","2013-04-10","4","2",153,"한국","씨제이이앤엠(주)","드라마","청소년관람불가","0",638,0,"0",1737253
"제보자","2014-10-02","10","4",113,"한국","기타","드라마","12세이상관람가","0",553,3728,"0",1735640
"씽","2016-12-21","12","4",107,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","전체관람가","1",257,3517,"0",1729426
"러브픽션","2012-02-29","2","1",121,"한국","(주)넥스트엔터테인먼트월드(NEW)","멜로","15세이상관람가","0",172,0,"0",1726202
"킬러의 보디가드","2017-08-30","8","3",118,"미국","기타","액션","15세이상관람가","1",162,3566,"0",1721757
"언터처블: 1%의 우정","2012-03-22","3","1",112,"프랑스","(주)넥스트엔터테인먼트월드(NEW)","코미디","12세이상관람가","0",209,0,"0",1719772
"평양성","2011-01-27","1","1",117,"한국","롯데쇼핑㈜롯데엔터테인먼트","전쟁","12세이상관람가","0",209,0,"0",1717566
"샌 안드레아스","2015-06-03","6","2",114,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",266,3676,"0",1714071
"파파로티","2013-03-14","3","1",127,"한국","기타","드라마","15세이상관람가","0",681,0,"0",1713891
"쥬만지: 새로운 세계","2018-01-03","1","1",118,"미국","기타","액션","12세이상관람가","0",179,3970,"0",1708672
"쎄시봉","2015-02-05","2","1",122,"한국","씨제이이앤엠(주)","멜로","15세이상관람가","0",7967,12076,"0",1707487
"토르: 천둥의 신","2011-04-28","4","2",130,"미국","씨제이이앤엠(주)","액션","12세이상관람가","1",231,0,"0",1694529
"콩: 스컬 아일랜드","2017-03-08","3","1",118,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",704,2936,"0",1685933
"피끓는 청춘","2014-01-22","1","1",121,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","15세이상관람가","0",1284,0,"0",1676040
"23 아이덴티티","2017-02-22","2","1",117,"미국","유니버설픽쳐스인터내셔널 코리아(유)","스릴러","15세이상관람가","0",169,3751,"1",1675798
"PMC: 더 벙커","2018-12-26","12","4",124,"한국","씨제이이앤엠(주)","액션","15세이상관람가","0",196,1598,"0",1671548
"마다가스카의 펭귄","2014-12-31","12","4",91,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","0",188,4594,"0",1661230
"아이스 에이지 4: 대륙 이동설","2012-07-25","7","3",92,"미국","이십세기폭스코리아(주)","애니메이션","전체관람가","1",171,0,"0",1648070
"공모자들","2012-08-29","8","3",111,"한국","기타","범죄","청소년관람불가","0",113,0,"0",1646142
"그대를 사랑합니다","2011-02-17","2","1",118,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","15세이상관람가","0",579,0,"1",1640351
"임금님의 사건수첩","2017-04-26","4","2",114,"한국","씨제이이앤엠(주)","코미디","12세이상관람가","0",575,3320,"1",1634403
