영화제목,개봉일,키워드,수상내역
탕웨이의 투캅스,2011-05-12,"교통경찰,변호사,자동차,압류,소송",
태극권 2014 : 어전시위,2014-10-02,,
태극권 : 무림7대고수전,2012-11-29,"고수,교수,보물,지도",
태아 3D,2013-04-18,"난자,부부,생명,수정,임신,자궁,정자,탄생,태아,과정,쌍둥이,임신과정,인공배아,성장과정,성장",I3DS 크리에이티브 아츠 어워즈 심사위원특별상 수상
태양 아래,2016-04-28,,
태양을 쏴라,2015-03-19,,
태어나서 미안해,2012-03-08,"여행,절름발이,청춘,새해맞이,커트 코베인,군산,루저,20대",
태평륜,2016-07-21,,
태평륜 피안,2016-08-18,선박침몰,
태풍이 지나가고,2016-07-28,,
택시,2015-11-05,,베를린국제영화제(2015) : FIPRESCI상:명예언급 - 자파르 파나히|베를린국제영화제(2015) : 황금곰상 - 자파르 파나히
택시 5,2018-11-22,"좌천,특수택시,보석상강도,마피아",
택시: 나이트페어,2016-02-18,,
택시운전사,2017-08-02,"실화바탕,실화바탕,5185.18민주화운동,택시운전기사,택시기사,광주,광주민주항쟁,5.185.18민주화운동,5.185.185.18민주화운동,광주항쟁,기자,외신부기자,역사,근현대,대학생,국가폭력","청룡영화상(2017) : 최우수 작품상 - 장훈|청룡영화상(2017) : 한국영화 최다관객상 -|청룡영화상(2017) : 남우주연상 - 송강호|청룡영화상(2017) : 음악상 - 조영욱|대종상 영화제(2017) : 최우수작품상 - 장훈|대종상 영화제(2017) : 기획상 - 최기섭, 박은경|한국영화평론가협회상 (영평상)(2017) : 남우조연상 - 유해진|부일영화상(2017) : 특별상-부일독자심사단상 - 장훈|부일영화상(2017) : 최우수 작품상 - 장훈|부일영화상(2017) : 남우주연상 - 송강호|한국영화제작가협회상(2017) : 남우주연상 - 송강호|제21회(2017) 판타지아영화제 남우주연상"
택티컬 포스,,"SWAT,LA,갱단,라이벌",
탱고 위드 미,2013-08-29,"교도관,탱고,짝사랑,연애",베니스국제영화제(2012) : 오리종티 심사위원 특별상 - 프레데릭 폰테인
탱크: 무적의 T34,2019-03-28,"제2차세계대전,탱크,러시아군",
터널,2016-12-29,,
터널,2016-08-10,"고립,구조,남자,재난,생존,낙오/고립,재난영화,고군분투,부실공사,119구조대",청룡영화상(2016) : 인기스타상 - 배두나|춘사영화제(2017) : 남우주연상 - 하정우
터널 3D,2014-08-20,"터널,실종",
터널 오브 에어리언,2016-07-28,,
터널: 다크니스 디센딩,2016-02-18,,
터닝메카드W: 블랙미러의 부활,2017-01-18,,
터미너스: 인류 멸망의 시작,2016-07-06,,
터미널,2019-05-30,"터미널,웨이트리스,신분위장,킬러,복수극,청부살인,암살",
터미널,2016-09-08,,
터미네이터 2,2015-07-16,"블록버스터,사이보그,시간여행,시리즈,오토바이,우정,자동차,정신병원,추적,핵전쟁,속편",아카데미 시상식(1992) : 분장상 - 스탠 윈스톤 외 1명|아카데미 시상식(1992) : 시각효과상 - 데니스 머렌 외|아카데미 시상식(1992) : 음향효과상 - 게리 라이스트롬|아카데미 시상식(1992) : 음향상 - 톰 존슨
터미네이터 솔저,2019-03-19,,
터미네이터 제니시스,2015-07-02,,
터보,2013-07-25,"꿈,달팽이,카레이싱,경주",
터치,2012-11-08,"간병인,사격,알코올중독,요양원,국가대표,사격선수,코치,가족,환자,음주운전,뺑소니,합의금",시네마테크KOFA가 주목한 한국영화(2013) : 선정작 - 민병훈
터치 바이 터치,2015-04-30,,
터치 오브 라이트,2013-03-14,"맹인,실화바탕,타이페이,대학입학,열정",부산국제영화제(2012) : KNN관객상 - 창 롱지
터키,2014-07-31,"추수감사절,칠면조,시간여행",
테드: 황금도시 파이티티를 찾아서,2012-09-20,"고고학자,벽돌,잉카문명,앵무새",
테라:인류 최후의 전쟁,2010-11-04,"외계인,우주평화",
테라스 하우스 : 클로징 도어,2019-03-06,,
테러 라인,2013-10-17,,
테레사 팔머의 감금,2013-11-28,"에로틱,침입,동거,저택,은둔생활",
테레즈 데케루,2014-12-04,,
테레즈 라캥,2014-07-10,"프랑스,강제결혼,파리,소꿉친구,사랑,파멸",
테르마이 로마이,2013-07-18,"건축설계사,고대로마,만화원작,목욕탕,문화충격,일본만화원작,타임슬립,대중목욕탕,시간여행",
테스,2014-11-20,"19세기,미혼모,사생아,결혼,첫날밤,순결,딸기,브라질,정부",뉴욕비평가협회상(1980) : 촬영상 - 지슬랭 클로케(Ghislain Cloquet)|뉴욕비평가협회상(1980) : 촬영상 - 제프리 언스워스(Geoffrey Unsworth)|LA비평가협회상(1980) : 촬영상 - 죠프리 언스워스(Geoffrey Unsworth)|LA비평가협회상(1980) : 촬영상 - 지슬랭 클로케(Ghislain Cloquet)|LA비평가협회상(1980) : 감독상 - 로만 폴란스키(Roman Polanski)|골든글로브 시상식(1981) : 외국어영화상 -|아카데미 시상식(1981) : 의상상 - 안소니 포웰|아카데미 시상식(1981) : 미술상 - 피에르 구프로이|아카데미 시상식(1981) : 촬영상 - 죠프리 언스워스|로저 이버트 Roger Ebert TOP 10(1981) : 9 -|한국영화평론가협회상 (영평상)(1981) : 최우수외국영화상 - 서종호
테이스팅 메뉴,2015-06-04,,
테이크 쉘터,2013-04-18,"중산층,의료보험,가장,대출,대피소",로저 이버트 Roger Ebert TOP 10(2011) : 5 -
테이크 유어 데드,2019-05-23,"범죄자,시체,폭력조직,살인사건,아버지와 딸,원혼",
테이크다운,2013-04-18,"형사,범죄자,은신,함정,충돌",
테이큰 2,2012-09-27,"기습공격,복면,복수,이스탄불,인신매매범,시리즈,속편",
테이큰 3,2015-01-01,,
테이큰: 미녀들의 전쟁,2018-02-22,"멕시코,인신매매범,납치,외동딸,여성액션,총격전",
테이킹,2017-10-26,,
테이킹 우드스탁,2010-07-29,"뮤직페스티발,음악,히피,1960년대,록뮤직,록밴드,모텔",
테이프,2018-12-13,"살인목격,사건현장,비리경찰,추격전",
테일 오브 테일즈,2016-11-24,,
텍사스 킬링 필드,2013-01-17,"텍사스,강력계형사,매춘부,보호관찰",
텔레비전,2013-11-07,"보수파,촌장,핸드폰,TV,금지,결혼",
템프팅,2018-07-04,"전주국제영화제,금기,육체적욕망,소울메이트",
토끼와 거북이 패밀리가 떴다,2012-11-22,"토끼,거북이,경기,설욕",
토너먼트,2010-09-02,,
토네이도,2014-09-17,,
토니 스토리: 깡통제국의 비밀,2013-07-18,"기사,재활용,음모,모험,깡통",
토니 에드만,2017-03-16,낯선나라에서,전미비평가협회상(2017) : 외국어작품상 -|뉴욕비평가협회상(2016) : 최우수 외국영화상 -
토니스토리 2: 고철왕국의 친구들,2018-06-13,"고철왕국,독일영화",
토르 : 다크 월드,2013-10-30,"마블코믹스,미국만화원작,슈퍼히어로,슈퍼히어로,어둠,히어로,만화원작",
토르 : 마법망치의 전설,2012-02-09,"납치,대장장이,만화원작,망치,미국만화원작,신화,영웅,마블코믹스",
토르 : 천둥의 신,2011-04-28,"마블코믹스,만화원작,미국만화원작,슈퍼히어로,슈퍼히어로,신,위기,전쟁,히어로,신과인간",
토르: 라그나로크,2017-10-25,"마블코믹스,슈퍼히어로,외계인,속편,미국만화원작",
토리노의 말,2012-02-23,"마부,말,먼지바람,삶,식물인간,일상,폭풍,롱테이크",베를린국제영화제(2011) : FIPRESCI상 : 장편영화상 - 벨라 타르|베를린국제영화제(2011) : 은곰상:심사위원대상 - 벨라 타르
토마스와 친구들 - 극장판 3,2011-05-05,"기차,섬,기관차,육지,여행,바다,표류,전설",
토마스와 친구들 - 극장판2,2010-06-17,,
토마스와 친구들: 그레이트 레이스,2017-11-30,,
토마스와 친구들: 블루마운틴 미스터리,2013-10-17,"기관차,기차,진실,바다,애니메이션",
토마스와 친구들: 수수께끼 해적선과 보물찾기,2017-06-29,,
토마스와 친구들: 용감한 기관차와 괴물 소동,2016-10-13,,
토마스와 친구들: 우정의 대모험,2018-12-13,"극장판,기관차,모험가,새로운 세계,새로운 세상",
토마스와 친구들: 잃어버린 왕관,2014-11-13,,
토미리존스의 쓰리베리얼,2014-10-07,,
토미웅거러 스토리,2014-11-13,,
토미카 무비,2014-12-11,"장난감,환상",
토스카,2017-11-19,,
토스카,2015-04-01,,
토스카,2018-07-01,"푸치니,오페라,비극,로마,처형장",
토스카,2018-11-18,"남녀관계,질투,비극적사랑,오페라",
토스카나 웨딩,2014-04-30,,
토이 가디언즈,2018-03-15,"장난감전사,장난감,토이스토리,인형,우리아들히어로",
토이 스토리 3,2010-08-05,"속편,시리즈,장난감,픽사스튜디오",LA비평가협회상(2010) : 애니메이션상 - 리 운크리치|골든글로브 시상식(2011) : 애니메이션상 -|아카데미 시상식(2011) : 주제가상 - 랜디 뉴먼|아카데미 시상식(2011) : 장편애니메이션작품상 - 리 운크리치
토이무비: 미래대모험,2018-10-03,"장난감 로봇,시간여행,기억상실증,미래시대",
토일렛,2017-09-05,,
토일렛,2010-12-02,"외할머니,가족,비데,화장실,피아노,군만두",
토카레브,2014-10-23,"사업가,전직마피아,딸,납치",
토탈리콜,2012-08-15,"악몽,기억,스파이,의문의여인",
토토의 움직이는 숲,2013-06-20,"곰,마법,숲,전설",
톨 맨: 악마는 살아있다,2017-11-03,,
톨스토이의 마지막 인생,2010-12-15,"톨스토이,문학청년,개인비서,아내",
톰 오브 핀란드,2018-08-30,"동성애,전기영화,박해,남성성,화가,차별",
톰 하디의 도망자,2013-02-21,"외인부대,훈련,알제리,독립,충성",
톰과 릴리 : 그들만의 공간,2017-01-25,,
톰과 릴리: 그들만의 공간,2017-01-25,,
톰과 제리 아카데미 가다,2014-12-11,,
톰보이 리벤저,2017-11-23,,
톰행크스의 일렉트릭시티,2014-06-12,,
톱스타,2013-10-24,"배신,성공,스타,연예계,욕망,매니저,배우",
통증,2011-09-07,"강풀,고통,만화원작,연애,피,혈우병,통증,반응,혈루증,한국만화원작,감각,남자와여자,원안,웹툰원작",
통통한 혁명,2012-08-02,"다이어트,모델,짝사랑,포토그래퍼,몸무게,이상형,과체중,몸매,외모지상주의",
퇴마 포송령 천녀유혼전,2019-05-02,"퇴마사,요괴,사냥꾼,비극적사랑,희생,영원한사랑",
퇴마: 무녀굴,2015-08-20,"소설원작,한국소설원작,빙의,정신과의사,퇴마사,영매,제주도,엑소시즘,무속신앙,설화소재,김녕굴(김녕사굴)",
퇴마전: 마령검의 비밀,2015-08-27,,
투 나잇 스탠드,2015-05-07,,
투 더 원더,2014-03-06,"이민,프랑스,영화제수상작,사랑,언어",
투 라이프,2015-05-07,,
투 러버스,2014-01-23,"두 여자,약혼녀,자살시도,사랑,삼각관계",
투 러버스 앤 베어,2017-03-30,,
투 마더스,2013-08-22,"사랑,소꿉친구,아들,이혼,비밀",
투 머더즈,2014-06-26,"부부,인공수정,정자은행,후보,레즈비언,동성",베를린국제영화제(2013) : DIALOGUE EN PERSPECTIVE 상 -
투 올드 힙합 키드,2012-09-13,"힙합,랩퍼,카메라,공무원,시험",서울독립영화제(2011) : 우수작품상 - 정대건|서울독립영화제(2011) : 관객상 - 정대건|인디다큐페스티발(2012) : 관객상 - 정대건
투 워리어스,2014-05-22,"영춘권,쿵푸,스승,제자",
투 이즈 어 패밀리,2017-09-21,,
투 타이거,2013-09-30,"킬러,상하이,위장잠입,임무,암살",
투 프렌즈,2018-11-29,"외계인납치,동물친구,모험판타지",
투건스,2013-11-07,"금고,금고털이,스파이,정보원,파트너",로카르노국제영화제(2013) : 버라이어티 피아자 - 발타자르 코루마쿠르
투명인간 그리프,2011-11-03,"평범남,이중생활,슈퍼히어로,연인",
투모로우랜드,2015-05-28,,
투아이즈,2010-08-05,,
투어리스트,2010-12-09,"실연,이탈리아 여행,음모,추격",
투와이스 본,2014-10-30,,
투캅스 인 파리,2015-03-26,,
투혼,2011-10-06,"야구,롯데,MVP,간판스타,뒷수습,롯데자이언츠,프로야구,야구선수,야구스타,야구천재,2군,투수,개과천선",
툴리,2018-11-22,"산후우울증,육아 스트레스,유모,분열된자아",
툴파,2014-09-18,"이중생활,커리어우먼,살해,비밀클럽",
툼 인베이더,2019-02-05,"신비한힘,고대유물,고대중국,고고학자,유적발굴",
툼디: 부러진 검의 전설,2017-08-03,,
툼레이더,2018-03-08,"리메이크,여전사,걸크러쉬,히어로,전설",
툼스톤,2014-09-18,"사립탐정,소설원작,전직경찰,전직형사,미국소설원작,납치,납치살해,연쇄살인,연쇄살인범",
튤립 피버,2017-12-14,,
트라이브,2015-01-29,,
트라이아스기 월드: 잃어버린 세계,2019-01-29,"공룡,탈출,기습공격",
트래쉬,2015-05-14,,
트래쉬 파이어,2018-02-14,"트라우마,가족해체,방화",
트랜센던스,2014-05-15,"슈퍼컴퓨터,두뇌,천재,과학자,인공지능",
트랜스머신: 만테라,2014-07-16,,
트랜스포머 3,2011-06-29,"3D,변신로봇,블록버스터,속편,시리즈,외계인,100주년,자동차액션",
트랜스포머4: 사라진 시대,2014-06-25,자동차액션,
트랜스포머: 최후의 기사,2017-06-21,,
트랜스포터: 리퓰드,2015-10-15,,
트랜짓,2012-11-22,"현금수송,트럭,캠핑,추격",
트러블 러브,2011-03-17,"텍사스,낙관론자,사기꾼,국경지대,불법신분증,위조,교도소,후유증",
트러블 메이커,2014-01-09,"동거,할리우드,쾌락,욕망,복수",
트럼보,2016-04-07,,
트레이서,2015-03-19,,
트레이터,2017-08-03,,
트레져 헌터,2010-12-30,"보물사냥꾼,사막,고성,지도",
트로이 그레이트 워,2019-01-31,,
트론: 새로운 시작,2010-12-29,"컴퓨터전문가,실종,디지털,아버지",
트롤,2017-02-16,,
트롤 사냥꾼,2011-10-17,"곰,대학생,사냥꾼,설화,인터뷰,페이크다큐멘터리멘터리,페이크다큐멘터리",
트루 저스티스,2011-06-30,"지방선거,시애틀,백인우월주의,인종차별,테러,비밀경찰",
트루맛쇼,2011-06-02,"취재,섭외,출연,맛집,음식",전주국제영화제(2011) : JIFF 관객상 - 김재환
트루스,2016-08-24,,
트루스 어바웃 엠마누엘,2015-09-17,,
트루스 오어 데어,2018-05-24,"악령,저주,진실게임,선택",
트리 오브 라이프,2011-10-27,"중년남자,건축가,아버지와아들,가족",전미비평가협회상(2012) : 여우조연상 - 제시카 차스테인|전미비평가협회상(2012) : 감독상 - 테렌스 맬릭|전미비평가협회상(2012) : 촬영상 - 엠마누엘 루베즈키|뉴욕비평가협회상(2011) : 여우조연상 - 제시카 차스테인|뉴욕비평가협회상(2011) : 촬영상 - 엠마누엘 루베즈키|LA비평가협회상(2011) : 촬영상 - 엠마누엘 루베즈키|LA비평가협회상(2011) : 감독상 - 테렌스 맬릭|LA비평가협회상(2011) : 여우조연상 - 제시카 차스테인|칸국제영화제(2011) : 황금종려상 - 테렌스 맬릭|로저 이버트 Roger Ebert TOP 10(2011) : 3 -
트리비사,2017-08-31,,
트리쉬나,2014-03-20,"살인,자살,시골처녀,영국유학,인도,사랑",
트리플 9,2016-04-20,,
트리플 스렛,2019-06-05,"범죄조직,테러범,배신,정글",
트리플 엑스 리턴즈,2017-02-08,"스파이,비밀요원",
트리하우스,2015-06-25,,
트릭,2016-07-13,"시청률,조작,방송조작,편집,PD,다큐PD,미디어",
트릭,2013-11-21,"생일,생일파티,정부,임신,아내,배신",
트릭,2017-06-15,,
트립 투 스페인,2018-05-17,"여행,로드무비,먹방,시리즈,버디무비",
트립 투 이탈리아,2015-06-04,"음식,낯선나라에서",
트립 투 잉글랜드,2015-11-26,낯선나라에서,
트와이스랜드,2018-12-07,"걸그룹,아이돌,콘서트,공연실황,월드투어",
트와일라잇 사사라 사야,2017-07-13,,
트윈 이펙트,2014-04-10,"뱀파이어,시리즈",
트윈스터즈,2016-03-03,"페이스북,SNS,쌍둥이,자매,입양,해외입양,실화바탕",
특경도룡,2014-03-20,"마약조직,유품,통장,부패경찰",
특근,,"괴수,비밀조직,특수요원,웹툰",
특별수사: 사형수의 편지,2016-06-16,"사건의뢰,재벌,재벌가,살인사건,브로커",
특별수사대,2017-03-30,,
특별시민,2017-04-26,"서울시장,서울시청,시장선거,지방선거,선거캠프,부패정치인",
